"","CardNames","DeckCount","WinrateAverage"
"1","Bring to Light",2,90.5
"2","Vengeful Pharaoh",1,87.5
"3","Tidebinder Mage",2,84.2
"4","Mistcutter Hydra",2,84.2
"5","Vraska, Golgari Queen",2,82.4
"6","Vedalken Plotter",2,82.4
"7","Necromentia",1,81.8
"8","Life from the Loam",2,81.2
"9","Metallic Rebuke",3,80.8
"10","Khalni Garden",1,80
"11","Improbable Alliance",1,80
"12","Forked Bolt",1,80
"13","Doom Blade",1,80
"14","Intervention Pact",1,80
"15","Memoricide",3,77.8
"16","Cranial Extraction",3,77.8
"17","Kabira Crossroads",1,77.8
"18","Bonfire of the Damned",1,77.8
"19","Neoform",1,77.8
"20","Tasigur, the Golden Fang",1,77.8
"21","Amulet of Safekeeping",1,77.8
"22","Master of Waves",1,77.8
"23","Mangara of Corondor",1,77.8
"24","Failure // Comply",10,77.6
"25","Experimental Frenzy",3,76.9
"26","Sudden Shock",3,76.9
"27","Baneslayer Angel",4,76.5
"28","Damping Matrix",4,76.5
"29","Tibalt, Rakish Instigator",2,76.5
"30","Karn, Scion of Urza",2,76.5
"31","Young Pyromancer",2,76.5
"32","Golgari Charm",2,76.5
"33","Oko, Thief of Crowns",5,76.3
"34","Stubborn Denial",8,75.8
"35","Ashiok, Nightmare Muse",4,75.8
"36","Assault Strobe",9,75.7
"37","Tezzeret, Agent of Bolas",9,75.3
"38","Grim Lavamancer",13,75.2
"39","Kaya, Orzhov Usurper",13,75
"40","Jeskai Ascendancy",9,75
"41","Scarscale Ritual",9,75
"42","Flesh // Blood",9,75
"43","Sin Collector",7,75
"44","Teferi, Mage of Zhalfir",7,75
"45","Rain of Tears",4,75
"46","Storm's Wrath",3,75
"47","Eliminate",3,75
"48","Kitesail Freebooter",3,75
"49","Ricochet Trap",2,75
"50","Tolsimir, Friend to Wolves",2,75
