"","CardNames","DeckCount","Winrate95Min"
"1","Arcum's Astrolabe",284,70.1
"2","Ice-Fang Coatl",246,69.7
"3","Aether Spellbomb",49,69.6
"4","Glittering Wish",25,69.3
"5","Metallic Rebuke",57,69.3
"6","Uro, Titan of Nature's Wrath",510,69.1
"7","Breeding Pool",703,69.1
"8","Emry, Lurker of the Loch",74,69
"9","Snow-Covered Island",641,69
"10","Scalding Tarn",554,68.8
"11","Galvanic Blast",33,68.7
"12","Urza, Lord High Artificer",74,68.7
"13","Mystic Sanctuary",518,68.7
"14","Snow-Covered Forest",791,68.7
"15","Archmage's Charm",314,68.6
"16","Supreme Verdict",171,68.5
"17","Cryptic Command",519,68.5
"18","Mana Leak",331,68.4
"19","Snapcaster Mage",307,68.4
"20","Force of Negation",482,68.4
"21","Mishra's Bauble",512,68.4
"22","Misty Rainforest",743,68.4
"23","Once Upon a Time",129,68.3
"24","Engineered Explosives",163,68.3
"25","Snow-Covered Mountain",277,68.3
"26","Polluted Delta",442,68.3
"27","Steam Vents",464,68.3
"28","Snow-Covered Swamp",239,68.2
"29","Teferi, Time Raveler",334,68.2
"30","Cling to Dust",226,68.1
"31","Flooded Strand",464,68.1
"32","Abundant Growth",74,68
"33","Field of Ruin",428,68
"34","Blood Crypt",526,67.9
"35","Forest",887,67.9
"36","Gilded Goose",69,67.8
"37","Kolaghan's Command",240,67.8
"38","Overgrown Tomb",329,67.8
"39","Hallowed Fountain",370,67.8
"40","Thoughtseize",463,67.8
"41","Watery Grave",259,67.7
"42","Jace, the Mind Sculptor",308,67.7
"43","Fatal Push",523,67.7
"44","Unearth",131,67.6
"45","Dismember",363,67.6
"46","Blast Zone",325,67.6
"47","Inquisition of Kozilek",378,67.6
"48","Swamp",447,67.6
"49","Cavern of Souls",512,67.6
"50","Temple Garden",511,67.6
