"","CardNames","DeckCount","Winrate95Min"
"1","Bring to Light",2,69.6
"2","Ceremonious Rejection",257,69.1
"3","Tormod's Crypt",320,69.1
"4","Veil of Summer",919,68.8
"5","Mystical Dispute",553,68.7
"6","Ashiok, Dream Render",533,68.7
"7","Collective Brutality",318,68.4
"8","Engineered Explosives",350,68.4
"9","Aether Gust",661,68.4
"10","Kaya's Guile",24,68.3
"11","Unearth",49,68.1
"12","Assassin's Trophy",122,68.1
"13","Walking Ballista",214,68.1
"14","Disdainful Stroke",158,67.9
"15","Grafdigger's Cage",484,67.9
"16","Weather the Storm",167,67.7
"17","Plague Engineer",221,67.7
"18","Nihil Spellbomb",319,67.7
"19","Abrupt Decay",96,67.6
"20","Liquimetal Coating",241,67.6
"21","Kolaghan's Command",163,67.4
"22","Damping Sphere",390,67.4
"23","Lurrus of the Dream-Den",412,67.4
"24","Failure // Comply",10,67.3
"25","Timely Reinforcements",222,67.3
"26","Celestial Purge",330,67.3
"27","Dismember",393,67.2
"28","Fatal Push",201,67
"29","Beast Within",87,66.9
"30","Spatial Contortion",161,66.9
"31","Wurmcoil Engine",181,66.9
"32","Relic of Progenitus",472,66.9
"33","Shark Typhoon",37,66.8
"34","Thoughtseize",217,66.8
"35","Skysovereign, Consul Flagship",134,66.7
"36","Tireless Tracker",157,66.7
"37","Collector Ouphe",198,66.7
"38","Ensnaring Bridge",240,66.7
"39","Anger of the Gods",232,66.7
"40","Surgical Extraction",216,66.7
"41","Reclamation Sage",142,66.6
"42","Force of Vigor",153,66.6
"43","Sorcerous Spyglass",174,66.6
"44","Thragtusk",58,66.5
"45","Yorion, Sky Nomad",112,66.5
"46","Burrenton Forge-Tender",143,66.5
"47","Sundering Titan",149,66.5
"48","Path to Exile",367,66.5
"49","Smash to Smithereens",121,66.4
"50","Soul-Guide Lantern",202,66.3
