"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",989,68.6
"2","Forest",887,69
"3","Wooded Foothills",882,68.7
"4","Mountain",860,68.2
"5","Snow-Covered Forest",791,69.8
"6","Misty Rainforest",743,69.5
"7","Breeding Pool",703,70.3
"8","Snow-Covered Island",641,70.3
"9","Bloodstained Mire",632,68.9
"10","Stomping Ground",608,68.6
"11","Scalding Tarn",554,70.2
"12","Island",530,68.8
"13","Blood Crypt",526,69.3
"14","Fatal Push",523,69.1
"15","Cryptic Command",519,69.9
"16","Mystic Sanctuary",518,70.1
"17","Cavern of Souls",512,69.1
"18","Mishra's Bauble",512,69.8
"19","Temple Garden",511,69.1
"20","Uro, Titan of Nature's Wrath",510,70.5
"21","Windswept Heath",495,68.6
"22","Force of Negation",482,69.9
"23","Path to Exile",481,69
"24","Plains",465,68.6
"25","Steam Vents",464,69.8
"26","Flooded Strand",464,69.6
"27","Monastery Swiftspear",464,68.5
"28","Thoughtseize",463,69.4
"29","Verdant Catacombs",454,68.9
"30","Swamp",447,69.2
"31","Polluted Delta",442,69.9
"32","Field of Ruin",428,69.6
"33","Snow-Covered Plains",425,68.9
"34","Sunbaked Canyon",408,68.4
"35","Ghost Quarter",383,68.7
"36","Wrenn and Six",380,68.9
"37","Inquisition of Kozilek",378,69.3
"38","Hallowed Fountain",370,69.5
"39","Field of the Dead",366,69
"40","Dismember",363,69.4
"41","Fiery Islet",348,67.9
"42","Teferi, Time Raveler",334,70
"43","Walking Ballista",333,69.3
"44","Mana Leak",331,70.2
"45","Overgrown Tomb",329,69.6
"46","Blast Zone",325,69.4
"47","Archmage's Charm",314,70.4
"48","Horizon Canopy",312,68.8
"49","Jace, the Mind Sculptor",308,69.6
"50","Snapcaster Mage",307,70.2
