"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",919,69.8
"2","Aether Gust",661,69.6
"3","Mystical Dispute",553,70.1
"4","Ashiok, Dream Render",533,70.1
"5","Grafdigger's Cage",484,69.4
"6","Relic of Progenitus",472,68.4
"7","Lurrus of the Dream-Den",412,69
"8","Dismember",393,68.9
"9","Damping Sphere",390,69.1
"10","Path to Exile",367,68.2
"11","Engineered Explosives",350,70.1
"12","Boil",334,67.5
"13","Celestial Purge",330,69.1
"14","Tormod's Crypt",320,70.9
"15","Nihil Spellbomb",319,69.5
"16","Collective Brutality",318,70.3
"17","Abrade",317,67.9
"18","Blood Moon",267,67.5
"19","Rest in Peace",266,68
"20","Ceremonious Rejection",257,71.1
"21","Liquimetal Coating",241,69.7
"22","Ensnaring Bridge",240,68.9
"23","Anger of the Gods",232,68.9
"24","Pithing Needle",228,67.4
"25","Timely Reinforcements",222,69.5
"26","Plague Engineer",221,69.9
"27","Thoughtseize",217,69
"28","Surgical Extraction",216,68.9
"29","Walking Ballista",214,70.3
"30","Soul-Guide Lantern",202,68.6
"31","Fatal Push",201,69.3
"32","Collector Ouphe",198,69
"33","Kor Firewalker",198,68.1
"34","Nature's Claim",197,68.4
"35","Leyline of Sanctity",183,67.7
"36","Wurmcoil Engine",181,69.4
"37","Sorcerous Spyglass",174,69.2
"38","Cleansing Wildfire",172,67.2
"39","Kozilek's Return",169,67
"40","Weather the Storm",167,70.3
"41","Auriok Champion",165,67.2
"42","Kolaghan's Command",163,70
"43","Spatial Contortion",161,69.5
"44","Disdainful Stroke",158,70.5
"45","Tireless Tracker",157,69.3
"46","Force of Vigor",153,69.3
"47","Obstinate Baloth",151,68.9
"48","Sundering Titan",149,69.2
"49","Burrenton Forge-Tender",143,69.3
"50","Reclamation Sage",142,69.4
