"","SetCode","NoCopies","Winrate"
"1","LEA",23911,0.69
"2","ICE",16574,0.696
"3","ZEN",12918,0.694
"4","MH1",11142,0.692
"5","TMP",10796,0.69
"6","MH2",9757,0.688
"7","ONS",9642,0.694
"8","LRW",9464,0.692
"9","ALL",8086,0.695
"10","NEM",5492,0.702
"11","USG",5018,0.691
"12","ELD",4803,0.692
"13","NPH",4288,0.693
"14","FUT",4141,0.685
"15","LEG",4072,0.69
"16","LEB",3577,0.7
"17","MRD",3477,0.679
"18","ISD",3202,0.7
"19","WAR",3194,0.69
"20","THB",3083,0.695
"21","ULG",2921,0.686
"22","M20",2901,0.686
"23","DKA",2547,0.693
"24","WWK",2362,0.683
"25","AVR",2330,0.689
"26","GPT",2225,0.689
"27","ZNR",2161,0.68
"28","M11",2112,0.697
"29","EXO",2107,0.681
"30","DST",2087,0.682
"31","RTR",1979,0.686
"32","MBS",1901,0.677
"33","PLC",1876,0.688
"34","ROE",1848,0.69
"35","SCG",1779,0.697
"36","STX",1737,0.703
"37","ALA",1722,0.693
"38","HOU",1548,0.697
"39","CSP",1519,0.69
"40","MMQ",1513,0.685
"41","CON",1499,0.684
"42","SOM",1449,0.677
"43","TSP",1432,0.683
"44","DRK",1406,0.686
"45","JUD",1400,0.683
"46","CMD",1340,0.688
"47","WTH",1337,0.701
"48","GTC",1334,0.674
"49","AER",1252,0.687
"50","GRN",1250,0.683
"51","MIR",1197,0.689
"52","STH",1172,0.678
"53","VIS",1155,0.665
"54","CMR",1129,0.7
"55","OGW",1096,0.674
"56","CN2",1089,0.694
"57","RAV",1010,0.685
"58","IKO",1005,0.7
"59","ODY",1000,0.692
"60","EVE",977,0.682
"61","SOK",831,0.686
"62","CHK",755,0.664
"63","TOR",740,0.694
"64","5DN",740,0.691
"65","AKH",734,0.697
"66","PC2",727,0.688
"67","C20",696,0.704
"68","M15",662,0.676
"69","M19",646,0.701
"70","PLS",645,0.703
"71","MOR",634,0.673
"72","JMP",633,0.67
"73","M14",591,0.707
"74","C14",563,0.693
"75","SHM",554,0.686
"76","C13",508,0.702
"77","BNG",456,0.685
"78","DIS",445,0.676
"79","KTK",441,0.69
"80","M13",439,0.676
"81","FRF",401,0.696
"82","ORI",390,0.687
"83","XLN",384,0.684
"84","EMN",378,0.687
"85","C18",369,0.693
"86","M21",325,0.69
"87","KLD",321,0.686
"88","ARB",311,0.686
"89","DOM",302,0.691
"90","KHM",297,0.709
"91","C15",279,0.678
"92","CNS",261,0.701
"93","POR",259,0.697
"94","ATQ",253,0.691
"95","BOK",246,0.685
"96","BFZ",240,0.678
"97","DGM",221,0.669
"98","C19",216,0.672
"99","RNA",212,0.694
"100","BBD",199,0.681
"101","JOU",186,0.681
"102","APC",186,0.673
"103","FEM",178,0.691
"104","AFR",171,0.647
"105","SOI",132,0.686
"106","INV",128,0.693
"107","ARN",113,0.69
"108","PTK",105,0.725
"109","RIX",88,0.662
"110","M10",86,0.643
"111","P02",74,0.676
"112","DTK",73,0.68
"113","MID",51,0.648
"114","UDS",49,0.667
"115","HML",32,0.661
"116","THS",31,0.678
"117","C16",31,0.683
"118","LGN",21,0.697
"119","C21",16,0.705
"120","M12",7,0.696
"121","SLD",4,0.75
"122","S99",2,0.688
