"","CardNames","DeckCount","WinrateAverage"
"1","Chandra, Dressed to Kill",1,100
"2","Stormwing Entity",1,90
"3","Blink of an Eye",1,87.5
"4","Hour of Devastation",3,83.3
"5","Scavenging Ooze",3,83.3
"6","Thalia, Guardian of Thraben",3,81
"7","Lion Sash",1,80
"8","Goblin Chainwhirler",12,78.9
"9","Vandalblast",16,78.1
"10","Culling Ritual",3,77.8
"11","Mayhem Devil",3,77.8
"12","Vraska, Golgari Queen",3,77.8
"13","Doomskar",1,77.8
"14","Eternal Scourge",1,77.8
"15","Fiery Impulse",1,77.8
"16","Experimental Frenzy",1,77.8
"17","Cry of the Carnarium",1,77.8
"18","Sorin's Thirst",1,77.8
"19","March of Swirling Mist",15,77.1
"20","Cyclonic Rift",4,76.9
"21","Extinction Event",3,76.9
"22","Vivien, Monsters' Advocate",2,76.9
"23","Invasive Surgery",9,76.6
"24","By Force",12,76.5
"25","Sphinx of the Final Word",23,76.4
"26","Lightning Axe",6,76.3
"27","Chandra's Defeat",17,76.2
"28","Abrade",11,76.2
"29","Mazemind Tome",9,76.1
"30","Tireless Tracker",4,76
"31","Settle the Wreckage",15,75.7
"32","Voltage Surge",11,75.6
"33","Dream Trawler",17,75.4
"34","Kroxa, Titan of Death's Hunger",13,75.3
"35","Alpine Moon",61,75.2
"36","Leyline of Sanctity",15,75.2
"37","Ugin, the Spirit Dragon",28,75
"38","Disdainful Stroke",9,75
"39","Radiant Flames",6,75
"40","Silence",6,75
"41","Selfless Samurai",2,75
"42","Swan Song",2,75
"43","Parasitic Grasp",2,75
"44","Binding the Old Gods",1,75
"45","Obzedat, Ghost Council",1,75
"46","Sorin, Vengeful Bloodlord",1,75
"47","Casualties of War",1,75
"48","Merciless Eviction",1,75
"49","Ruinous Ultimatum",1,75
"50","Slaughter Games",1,75
