"","CardNames","DeckCount","Winrate95Min"
"1","Thornwood Falls",205,63.8
"2","Ghostly Flicker",254,63.8
"3","Compulsive Research",147,63.7
"4","Mystical Teachings",229,63.4
"5","Moment's Peace",227,63.4
"6","Impulse",224,63.4
"7","Abrade",384,63.4
"8","Swiftwater Cliffs",83,63.3
"9","Thriving Isle",244,63.3
"10","Spellstutter Sprite",651,63.3
"11","Ninja of the Deep Hours",650,63.3
"12","Faerie Seer",643,63.3
"13","Crop Rotation",232,63.2
"14","Urza's Mine",232,63.2
"15","Urza's Power Plant",232,63.2
"16","Urza's Tower",232,63.2
"17","Terramorphic Expanse",161,63.1
"18","Island",587,63.1
"19","Augur of Bolas",687,63.1
"20","Counterspell",866,63.1
"21","Cave of Temptation",301,63
"22","Agony Warp",200,62.9
"23","Mnemonic Wall",258,62.9
"24","Ponder",285,62.9
"25","Brainstorm",699,62.9
"26","Ash Barrens",1035,62.9
"27","Azure Fleet Admiral",108,62.8
"28","Unwind",178,62.8
"29","Ephemerate",292,62.8
"30","Preordain",802,62.7
"31","Weather the Storm",187,62.6
"32","Prohibit",230,62.6
"33","Snow-Covered Island",641,62.6
"34","Dinrova Horror",76,62.5
"35","Gurmag Angler",491,62.5
"36","Snuff Out",512,62.5
"37","Pyroblast",79,62.4
"38","Rolling Thunder",119,62.4
"39","Wind-Scarred Crag",117,62.4
"40","Faithless Looting",284,62.4
"41","Pulse of Murasa",307,62.4
"42","Mulldrifter",383,62.4
"43","Evolving Wilds",538,62.4
"44","Cast Down",700,62.4
"45","Ice Tunnel",409,62.3
"46","Bonder's Ornament",462,62.3
"47","Dispel",879,62.1
"48","Boros Garrison",144,62
"49","Guardian of the Guildpact",166,62
"50","Behold the Multiverse",202,62
