"","CardNames","DeckCount","Winrate95Min"
"1","Exclude",47,64.5
"2","Stonehorn Dignitary",227,63.5
"3","Inside Out",42,63.2
"4","Suffocating Fumes",419,62.9
"5","Chainer's Edict",448,62.8
"6","Dispel",881,62.8
"7","Cast Down",344,62.7
"8","Stormbound Geist",508,62.7
"9","Gorilla Shaman",543,62.7
"10","Moment's Peace",163,62.6
"11","Negate",290,62.6
"12","Pyroblast",960,62.6
"13","Okiba-Gang Shinobi",249,62.5
"14","Hydroblast",1005,62.5
"15","Shenanigans",243,62.4
"16","Blue Elemental Blast",752,62.4
"17","Coral Net",23,62.3
"18","Relic of Progenitus",655,62.2
"19","Bonder's Ornament",83,62.1
"20","Lone Missionary",124,62.1
"21","Weather the Storm",564,62.1
"22","Fiery Cannonade",734,61.8
"23","Red Elemental Blast",646,61.8
"24","Echoing Truth",750,61.8
"25","Rite of Consumption",2,61.7
"26","Dinrova Horror",89,61.7
"27","Pulse of Murasa",101,61.7
"28","Ancient Grudge",606,61.7
"29","Duress",836,61.7
"30","Curfew",106,61.6
"31","Swirling Sandstorm",152,61.4
"32","Unexpected Fangs",294,61.3
"33","Reaping the Graves",514,61.2
"34","Orochi Leafcaller",38,60.9
"35","Cleansing Wildfire",100,60.7
"36","Nihil Spellbomb",146,60.7
"37","Electrickery",322,60.7
"38","Flaring Pain",404,60.7
"39","Scattershot",39,60.6
"40","Freed from the Real",43,60.6
"41","Gut Shot",386,60.6
"42","Thorn of the Black Rose",94,60.5
"43","Krark-Clan Shaman",453,60.4
"44","Serene Heart",54,60.3
"45","Introduction to Prophecy",218,60.3
"46","Galvanic Alchemist",38,60.2
"47","Drift of Phantasms",43,60.2
"48","Annul",70,60.2
"49","Abrade",78,60.1
"50","Leave No Trace",107,60.1
