"","CardNames","DeckCount","WinrateAverage"
"1","Ash Barrens",1035,64
"2","Dispel",879,63.3
"3","Counterspell",866,64.4
"4","Preordain",802,64
"5","Cast Down",700,63.8
"6","Brainstorm",699,64.2
"7","Lightning Bolt",698,63.1
"8","Augur of Bolas",687,64.5
"9","Prophetic Prism",674,63.5
"10","Spellstutter Sprite",651,64.7
"11","Ninja of the Deep Hours",650,64.7
"12","Faerie Seer",643,64.7
"13","Snow-Covered Island",641,64.1
"14","Swamp",621,62.9
"15","Chromatic Star",621,62.6
"16","Island",587,64.6
"17","Thorn of the Black Rose",584,63.2
"18","Evolving Wilds",538,64
"19","Mountain",529,62.3
"20","Forest",520,62.4
"21","Snuff Out",512,64.1
"22","Galvanic Blast",499,61.7
"23","Gurmag Angler",491,64.2
"24","Great Furnace",486,62.1
"25","Echoing Decay",467,63.6
"26","Bonder's Ornament",462,64
"27","Thoughtcast",429,61.7
"28","Seat of the Synod",429,61.8
"29","Darksteel Citadel",421,62.2
"30","Myr Enforcer",418,62.2
"31","Atog",412,62.3
"32","Ice Tunnel",409,64.1
"33","Fling",405,62.2
"34","Silverbluff Bridge",387,61.5
"35","Abrade",384,65.2
"36","Mulldrifter",383,64.2
"37","Ichor Wellspring",362,62.6
"38","Plains",360,63.2
"39","Witching Well",326,62.3
"40","Bojuka Bog",321,63.6
"41","Snow-Covered Mountain",314,63.3
"42","Pulse of Murasa",307,64.5
"43","Cave of Temptation",301,65.1
"44","Quirion Ranger",297,62.3
"45","Mistvault Bridge",293,62.7
"46","Ephemerate",292,65
"47","Suffocating Fumes",290,64.1
"48","Night's Whisper",290,62.6
"49","Chainer's Edict",289,61.9
"50","Ponder",285,65
