"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1189,0.68
"2","Christopher Rush",1146,0.688
"3","Terese Nielsen",964,0.685
"4","Kaja Foglio",654,0.69
"5","Anastasia Ovchinnikova",641,0.688
"6","Mark Tedin",620,0.686
"7","Una Fricker",535,0.691
"8","Jesper Myrfors",490,0.686
"9","Brian Snõddy",433,0.68
"10","Shelly Wan",402,0.684
"11","Randy Vargas",363,0.681
"12","Donato Giancola",360,0.69
"13","Matthew D. Wilson",352,0.681
"14","Jeff A. Menges",346,0.7
"15","April Lee",340,0.688
"16","Lucas Graciano",336,0.686
"17","Mark Zug",324,0.692
"18","Steven Belledin",323,0.69
"19","Nils Hamm",321,0.69
"20","Martina Fackova",317,0.684
"21","Paul Scott Canavan",308,0.679
"22","Philip Straub",306,0.678
"23","Chippy",291,0.684
"24","Colin MacNeil",289,0.712
"25","John Stanko",251,0.693
"26","Kev Walker",226,0.69
"27","Anson Maddocks",219,0.691
"28","Aleksi Briclot",213,0.675
"29","Eric Deschamps",194,0.69
"30","Mark Poole",189,0.693
"31","Igor Kieryluk",184,0.68
"32","David Rapoza",181,0.684
"33","Greg Hildebrandt",180,0.682
"34","Vincent Proce",178,0.703
"35","Adam Rex",177,0.689
"36","Matt Stewart",176,0.704
"37","Sandra Everingham",174,0.651
"38","Titus Lunter",172,0.721
"39","Dave DeVries",168,0.69
"40","Anthony S. Waters",168,0.675
"41","Nicola Leonard",167,0.699
"42","Dan Frazier",166,0.663
"43","Jason Chan",161,0.667
"44","rk post",159,0.673
"45","Svetlin Velinov",156,0.685
"46","Richard Thomas",149,0.688
"47","Christopher Moeller",149,0.701
"48","John Avon",148,0.688
"49","Victor Adame Minguez",146,0.674
"50","Douglas Shuler",145,0.718
"51","Vance Kovacs",139,0.66
"52","Ryan Pancoast",131,0.691
"53","Pete Venters",120,0.689
"54","Volkan Baǵa",117,0.699
"55","Adam Paquette",115,0.691
"56","Tom Wänerstrand",113,0.683
"57","DiTerlizzi",112,0.692
"58","Raoul Vitale",112,0.708
"59","Andreas Zafiratos",112,0.673
"60","John Zeleznik",112,0.694
"61","Mike Bierek",110,0.712
"62","Franz Vohwinkel",108,0.713
"63","Joseph Meehan",107,0.704
"64","Rebecca Guay",105,0.715
"65","Evan Shipard",101,0.705
"66","Filip Burburan",101,0.687
"67","Jeff Laubenstein",101,0.646
"68","Nicholas Gregory",101,0.661
"69","Scott M. Fischer",95,0.676
"70","Martina Pilcerova",91,0.705
"71","Ron Spears",91,0.67
"72","Izzy",90,0.645
"73","Jana Schirmer & Johannes Voss",89,0.72
"74","Sam Burley",87,0.724
"75","Howard Lyon",83,0.698
"76","Jerry Tiritilli",83,0.662
"77","Cliff Childs",82,0.724
"78","Jesper Ejsing",82,0.677
"79","Michael Komarck",80,0.696
"80","Chris Ostrowski",78,0.702
"81","D. Alexander Gregory",78,0.691
"82","Carl Critchlow",78,0.644
"83","Tim Hildebrandt",72,0.702
"84","Magali Villeneuve",69,0.656
"85","Chris Seaman",68,0.674
"86","Joseph Weston",66,0.761
"87","Robert Bliss",66,0.634
"88","Erica Yang",66,0.665
"89","Bryan Sola",66,0.681
"90","Eric Fortune",65,0.684
"91","Gabor Szikszai",65,0.626
"92","Yigit Koroglu",64,0.69
"93","Harold McNeill",63,0.693
"94","Stephan Martiniere",63,0.691
"95","Julie Baroh",61,0.67
"96","Lake Hurwitz",61,0.691
"97","Chris Rahn",60,0.676
"98","Marcela Medeiros",58,0.707
"99","Livia Prima",58,0.699
"100","Kieran Yanner",58,0.681
