"","SetCode","NoCopies","Winrate"
"1","LEA",2383,0.683
"2","MH2",1949,0.691
"3","ICE",1578,0.692
"4","TMP",1284,0.694
"5","ZEN",1061,0.678
"6","ONS",911,0.678
"7","LRW",788,0.687
"8","MH1",782,0.681
"9","ALL",752,0.683
"10","USG",595,0.679
"11","MRD",547,0.71
"12","NEM",453,0.684
"13","ELD",443,0.688
"14","CSP",434,0.69
"15","NPH",429,0.688
"16","FUT",400,0.693
"17","STX",396,0.688
"18","LEB",385,0.677
"19","NEO",353,0.717
"20","CLB",294,0.709
"21","PLC",289,0.689
"22","ISD",265,0.679
"23","M20",260,0.684
"24","ZNR",256,0.686
"25","GPT",247,0.687
"26","LEG",238,0.696
"27","EXO",222,0.692
"28","AVR",220,0.687
"29","WWK",213,0.694
"30","ULG",212,0.695
"31","DKA",197,0.69
"32","THB",196,0.703
"33","MMQ",193,0.665
"34","MBS",188,0.678
"35","DST",152,0.673
"36","SHM",138,0.688
"37","GTC",134,0.68
"38","WAR",134,0.694
"39","SOM",133,0.701
"40","WTH",126,0.681
"41","CON",125,0.675
"42","ODY",125,0.636
"43","STH",124,0.68
"44","DRK",123,0.687
"45","DMU",101,0.698
"46","IKO",95,0.68
"47","SNC",91,0.676
"48","M11",90,0.665
"49","RAV",89,0.696
"50","SCG",85,0.679
"51","CMR",84,0.689
"52","CN2",80,0.667
"53","TSP",78,0.674
"54","TOR",75,0.676
"55","CMD",74,0.667
"56","VIS",71,0.667
"57","MIR",69,0.675
"58","JUD",68,0.661
"59","PC2",65,0.643
"60","AFR",63,0.702
"61","5DN",61,0.712
"62","RTR",60,0.675
"63","M15",57,0.696
"64","SOK",56,0.705
"65","BNG",55,0.708
"66","ROE",55,0.662
"67","ALA",54,0.672
"68","JMP",54,0.683
"69","BRO",53,0.675
"70","M19",49,0.695
"71","GRN",48,0.678
"72","ATQ",47,0.693
"73","AFC",47,0.687
"74","HOU",43,0.717
"75","POR",43,0.692
"76","MID",42,0.68
"77","C14",37,0.662
"78","DGM",36,0.636
"79","NEC",35,0.7
"80","AER",35,0.688
"81","M13",35,0.667
"82","EVE",34,0.649
"83","OGW",30,0.7
"84","EMN",29,0.696
"85","BOK",28,0.703
"86","PLS",28,0.677
"87","ORI",26,0.727
"88","XLN",25,0.67
"89","CHK",23,0.623
"90","C21",22,0.702
"91","BBD",21,0.719
"92","FEM",20,0.727
"93","ARB",20,0.632
"94","KTK",17,0.68
"95","FRF",17,0.691
"96","M14",16,0.677
"97","DIS",15,0.778
"98","APC",15,0.611
"99","VOW",15,0.657
"100","C13",15,0.661
"101","UDS",15,0.712
"102","C19",13,0.63
"103","SOI",9,0.717
"104","RNA",9,0.667
"105","MOR",7,0.565
"106","AKH",6,0.769
"107","KLD",6,0.647
"108","C18",5,0.76
"109","JOU",5,0.667
"110","DTK",5,0.739
"111","DOM",5,0.75
"112","PTK",4,0.643
"113","M12",4,0.625
"114","KHM",4,0.667
"115","C20",4,0.75
"116","RIX",4,0.571
"117","C17",3,0.733
"118","BFZ",3,0.636
"119","THS",1,0.5
