"","SetName","Winrate","Presence"
"1","M20",NA,0
"2","DOM",NA,0
"3","IKO",NA,0
"4","CON",NA,0
"5","THS",NA,0
"6","THB",NA,0
"7","LRW",NA,0
"8","ELD",NA,0
"9","STX",NA,0
"10","RTR",NA,0
"11","JOU",NA,0
"12","SOK",NA,0
"13","WWK",NA,0
"14","5DN",NA,0
"15","MH1",NA,0
"16","GRN",NA,0
"17","WTH",NA,0
"18","OGW",NA,0
"19","GPT",NA,0
"20","AER",NA,0
"21","ALA",NA,0
"22","TSP",NA,0
"23","WAR",NA,0
"24","RAV",NA,0
"25","M11",NA,0
"26","FUT",NA,0
"27","MBS",NA,0
"28","ZNR",NA,0
"29","KLD",NA,0
"30","SOM",NA,0
"31","AVR",NA,0
"32","DKA",NA,0
"33","NPH",NA,0
"34","M12",NA,0
"35","DRK",NA,0
"36","M15",NA,0
"37","CMD",NA,0
"38","ROE",NA,0
"39","STH",NA,0
"40","XLN",NA,0
"41","M21",NA,0
"42","M19",NA,0
"43","DST",NA,0
"44","EMN",NA,0
"45","HOU",NA,0
"46","ULG",NA,0
"47","BFZ",NA,0
"48","TMP",NA,0
"49","PLC",NA,0
"50","FRF",NA,0
"51","GTC",NA,0
"52","ZEN",NA,0
"53","DGM",NA,0
"54","DIS",NA,0
"55","LEA",NA,0
"56","BNG",NA,0
"57","SOI",NA,0
"58","ISD",NA,0
"59","NEM",NA,0
"60","ARB",NA,0
"61","POR",NA,0
"62","MOR",NA,0
"63","MRD",NA,0
"64","KTK",NA,0
"65","SHM",NA,0
"66","DTK",NA,0
"67","RNA",NA,0
"68","ALL",NA,0
"69","KHM",NA,0
"70","M13",NA,0
"71","TOR",NA,0
"72","ORI",NA,0
