"","CardNames","DeckCount","WinrateAverage"
"1","Wooded Foothills",32,70.8
"2","Forest",27,69.9
"3","Lightning Bolt",25,72.8
"4","Swamp",25,72.7
"5","Mountain",24,73.2
"6","Plains",23,72.2
"7","Bloodstained Mire",22,72
"8","Verdant Catacombs",22,71.2
"9","Fatal Push",21,72.9
"10","Walking Ballista",20,68.4
"11","Windswept Heath",19,70
"12","Island",18,74.2
"13","Misty Rainforest",18,70.6
"14","Temple Garden",18,71.3
"15","Stomping Ground",16,73.6
"16","Skyclave Apparition",16,70.8
"17","Blood Crypt",15,73.9
"18","Overgrown Tomb",15,75.2
"19","Sacred Foundry",14,74.3
"20","Steam Vents",14,74.1
"21","Mishra's Bauble",14,73.8
"22","Utopia Sprawl",14,68.1
"23","Snapcaster Mage",13,73.9
"24","Cryptic Command",13,73.9
"25","Polluted Delta",13,73
"26","Watery Grave",13,73
"27","Horizon Canopy",13,67.4
"28","Collected Company",12,69.4
"29","Dismember",12,70
"30","Cavern of Souls",12,70
"31","Archmage's Charm",12,72.6
"32","Scalding Tarn",12,73.8
"33","Auriok Champion",12,69.2
"34","Heliod, Sun-Crowned",12,69.2
"35","Ranger-Captain of Eos",12,69.2
"36","Force of Negation",11,73.6
"37","Monastery Swiftspear",11,70.6
"38","Arbor Elf",11,67.6
"39","Conclave Mentor",11,67.6
"40","Noble Hierarch",11,69.2
"41","Spike Feeder",11,67.6
"42","Gavony Township",11,67.6
"43","Arid Mesa",10,75
"44","Jace, the Mind Sculptor",10,73.4
"45","Drowned Catacomb",10,72.7
"46","Inquisition of Kozilek",10,73.2
"47","Thoughtseize",10,73.2
"48","Field of Ruin",10,75
"49","Karn, the Great Creator",9,66.2
"50","Expedition Map",9,66.2
