"","CardNames","DeckCount","WinrateAverage"
"1","Wear // Tear",1,100
"2","Isolate",1,100
"3","Madcap Experiment",1,90
"4","Platinum Emperion",1,90
"5","Sigarda, Host of Herons",1,90
"6","Unmoored Ego",1,90
"7","Shrine of Burning Rage",2,84.6
"8","Gaea's Blessing",2,83.3
"9","Magus of the Moon",2,81.8
"10","Leyline of Vitality",1,81.8
"11","Elite Spellbinder",1,80
"12","Ethersworn Canonist",1,80
"13","Leonin Relic-Warder",1,80
"14","Remorseful Cleric",1,80
"15","Shadowspear",1,80
"16","Scavenging Ooze",2,78.9
"17","Abrupt Decay",3,77.8
"18","Anger of the Gods",6,77.3
"19","Timely Reinforcements",3,77.3
"20","Deafening Silence",5,76.9
"21","Celestial Purge",4,76.9
"22","Rip Apart",3,76.9
"23","Soul-Guide Lantern",6,76.7
"24","Alpine Moon",2,76.5
"25","Phyrexian Revoker",4,75.9
"26","Assassin's Trophy",5,75.7
"27","Vanishing Verse",6,75
"28","Yixlid Jailer",5,75
"29","Eliminate",3,75
"30","Gideon, Ally of Zendikar",3,75
"31","Unearth",2,75
"32","Blood Moon",2,75
"33","Field of Ruin",2,75
"34","Cling to Dust",2,75
"35","Feed the Swarm",2,75
"36","Kroxa, Titan of Death's Hunger",2,75
"37","Temur Battle Rage",2,75
"38","Blightbeetle",2,75
"39","Fiend Hunter",2,75
"40","Stony Silence",1,75
"41","Seal of Fire",1,75
"42","Maelstrom Pulse",1,75
"43","Night's Whisper",1,75
"44","Heartless Act",1,75
"45","Rain of Tears",1,75
"46","Flame Slash",1,75
"47","Flusterstorm",1,75
"48","Entrancing Melody",1,75
"49","Go for the Throat",1,75
"50","Angrath's Rampage",1,75
