"","SetCode","NoCopies","Winrate"
"1","MH2",10317,0.721
"2","LEA",4732,0.721
"3","ZEN",4636,0.726
"4","MH1",3318,0.722
"5","ONS",3042,0.725
"6","NEO",1997,0.73
"7","GPT",1695,0.73
"8","ELD",1496,0.728
"9","SNC",1198,0.717
"10","KLD",1197,0.712
"11","STX",1194,0.728
"12","DIS",1137,0.731
"13","CSP",1059,0.714
"14","RAV",1047,0.716
"15","WWK",964,0.732
"16","WAR",941,0.732
"17","M20",928,0.735
"18","MID",904,0.721
"19","LRW",889,0.722
"20","IKO",835,0.732
"21","5DN",809,0.718
"22","THB",801,0.731
"23","NPH",792,0.716
"24","MRD",723,0.726
"25","FUT",719,0.714
"26","SOM",699,0.722
"27","ICE",671,0.734
"28","DMU",619,0.719
"29","DRK",614,0.717
"30","AER",601,0.739
"31","ZNR",600,0.702
"32","CMD",590,0.725
"33","ATQ",581,0.719
"34","TSP",533,0.721
"35","EMN",511,0.721
"36","ARB",505,0.727
"37","BRO",483,0.71
"38","KTK",446,0.713
"39","AFR",433,0.733
"40","DKA",433,0.698
"41","APC",377,0.748
"42","PC2",348,0.731
"43","VOW",344,0.722
"44","PLC",336,0.713
"45","AVR",327,0.712
"46","RNA",325,0.711
"47","ALA",323,0.716
"48","M11",307,0.709
"49","DGM",307,0.722
"50","M21",300,0.74
"51","ORI",292,0.726
"52","MBS",274,0.718
"53","RTR",272,0.731
"54","HOU",268,0.708
"55","PLS",260,0.731
"56","CHK",249,0.709
"57","AKH",235,0.722
"58","DST",235,0.724
"59","ROE",234,0.722
"60","SHM",230,0.709
"61","CON",228,0.723
"62","SOK",218,0.726
"63","KHM",214,0.724
"64","M19",202,0.724
"65","MIR",165,0.702
"66","GTC",161,0.669
"67","DOM",157,0.723
"68","ONE",151,0.704
"69","STH",150,0.736
"70","OGW",140,0.715
"71","XLN",137,0.718
"72","INV",128,0.693
"73","SOI",121,0.729
"74","JOU",109,0.697
"75","JUD",108,0.726
"76","DTK",105,0.708
"77","BFZ",104,0.7
"78","M12",98,0.711
"79","MOR",95,0.7
"80","GRN",88,0.73
"81","M13",83,0.727
"82","ISD",80,0.713
"83","EVE",78,0.704
"84","FRF",45,0.695
"85","M10",30,0.759
"86","ARN",24,0.771
"87","M15",22,0.698
"88","WTH",19,0.708
"89","THS",19,0.732
"90","C14",18,0.7
"91","BOK",17,0.714
"92","P02",16,0.739
"93","ULG",14,0.591
"94","TMP",11,0.71
"95","LEG",6,0.732
"96","ODY",4,0.875
"97","CN2",4,0.733
"98","S99",1,0.778
