"","CardNames","DeckCount","Winrate95Min"
"1","Prismari Command",62,71.5
"2","Indomitable Creativity",61,70.8
"3","Dwarven Mine",61,70.8
"4","Archon of Cruelty",62,70.6
"5","Arid Mesa",216,70.6
"6","Fable of the Mirror-Breaker",158,70.3
"7","Wrenn and Six",131,70.2
"8","Blood Crypt",155,70.2
"9","Wooded Foothills",251,70.2
"10","Mountain",271,70.1
"11","Fire // Ice",93,70
"12","Brokers Charm",4,69.8
"13","Teferi, Time Raveler",148,69.7
"14","Hallowed Fountain",157,69.7
"15","Lightning Bolt",448,69.7
"16","Prismatic Ending",122,69.6
"17","Bloodstained Mire",204,69.6
"18","Scalding Tarn",423,69.6
"19","Steam Vents",435,69.5
"20","Transmogrify",23,69.4
"21","Solitude",93,69.3
"22","Stomping Ground",204,69.2
"23","Ziatora's Proving Ground",58,69.1
"24","Ketria Triome",109,69.1
"25","Breeding Pool",175,69.1
"26","Persist",49,69
"27","Fury",169,69
"28","Raugrin Triome",92,68.9
"29","Marsh Flats",96,68.9
"30","Spell Pierce",264,68.9
"31","Eiganjo, Seat of the Empire",29,68.8
"32","Gingerbrute",51,68.8
"33","Grief",94,68.8
"34","Misty Rainforest",349,68.8
"35","Boseiju, Who Endures",247,68.7
"36","Snow-Covered Mountain",40,68.6
"37","Snow-Covered Plains",52,68.6
"38","Urza's Saga",173,68.6
"39","Sacred Foundry",207,68.6
"40","Ragavan, Nimble Pilferer",314,68.6
"41","Ornithopter",66,68.5
"42","Burst Lightning",17,68.4
"43","Leyline Binding",118,68.4
"44","Flooded Strand",294,68.4
"45","Terminate",87,68.3
"46","Force of Negation",93,68.3
"47","Springleaf Drum",107,68.3
"48","Seasoned Pyromancer",90,68.2
"49","Swamp",154,68.2
"50","Xander's Lounge",35,68.1
