"","SetCode","NoCopies","Winrate"
"1","MH2",10137,0.709
"2","LEA",4648,0.709
"3","ZEN",4637,0.714
"4","MH1",3223,0.71
"5","ONS",2974,0.711
"6","NEO",2001,0.717
"7","GPT",1694,0.715
"8","ELD",1369,0.714
"9","KLD",1213,0.704
"10","SNC",1171,0.706
"11","DIS",1126,0.717
"12","STX",1110,0.711
"13","RAV",1097,0.707
"14","CSP",1006,0.702
"15","M20",932,0.719
"16","WWK",900,0.713
"17","LRW",870,0.711
"18","WAR",845,0.717
"19","MID",837,0.711
"20","5DN",812,0.706
"21","FUT",806,0.705
"22","THB",791,0.715
"23","NPH",781,0.705
"24","IKO",780,0.719
"25","SOM",721,0.714
"26","ZNR",699,0.698
"27","MRD",673,0.714
"28","AER",642,0.729
"29","DMU",629,0.711
"30","ICE",627,0.723
"31","DRK",608,0.707
"32","CMD",553,0.71
"33","TSP",534,0.71
"34","ARB",528,0.716
"35","ATQ",509,0.711
"36","AFR",499,0.724
"37","BRO",490,0.7
"38","KTK",478,0.711
"39","EMN",461,0.719
"40","DKA",425,0.701
"41","VOW",411,0.717
"42","AVR",367,0.702
"43","RNA",348,0.712
"44","PC2",332,0.717
"45","M11",332,0.69
"46","APC",331,0.732
"47","PLS",314,0.718
"48","ALA",314,0.714
"49","PLC",308,0.712
"50","ROE",306,0.706
"51","M21",304,0.731
"52","ONE",302,0.701
"53","CHK",294,0.706
"54","HOU",294,0.697
"55","DGM",294,0.706
"56","ORI",284,0.705
"57","AKH",279,0.712
"58","SHM",256,0.698
"59","DST",237,0.71
"60","KHM",232,0.711
"61","MBS",225,0.711
"62","SOK",212,0.72
"63","GTC",211,0.688
"64","M19",203,0.713
"65","CON",203,0.721
"66","RTR",202,0.713
"67","MIR",161,0.704
"68","OGW",157,0.709
"69","XLN",154,0.707
"70","STH",143,0.723
"71","DOM",141,0.71
"72","JOU",135,0.718
"73","SOI",121,0.714
"74","JUD",119,0.721
"75","INV",117,0.686
"76","M12",111,0.696
"77","DTK",109,0.708
"78","GRN",108,0.717
"79","BFZ",98,0.682
"80","MOR",92,0.683
"81","EVE",83,0.698
"82","ISD",82,0.701
"83","M13",80,0.704
"84","FRF",40,0.671
"85","BOK",37,0.708
"86","THS",28,0.71
"87","M10",27,0.722
"88","WTH",24,0.696
"89","M15",23,0.681
"90","ARN",20,0.774
"91","C14",15,0.696
"92","P02",8,0.727
"93","CN2",8,0.759
"94","TMP",7,0.636
"95","LEG",5,0.697
"96","ODY",3,0.75
