"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",448,71.4
"2","Steam Vents",435,71.2
"3","Scalding Tarn",423,71.4
"4","Misty Rainforest",349,70.8
"5","Ragavan, Nimble Pilferer",314,70.6
"6","Flooded Strand",294,70.5
"7","Otawara, Soaring City",281,70
"8","Mountain",271,72.2
"9","Island",267,70.2
"10","Spell Pierce",264,71.1
"11","Mishra's Bauble",253,70.2
"12","Wooded Foothills",251,72.5
"13","Boseiju, Who Endures",247,70.9
"14","Expressive Iteration",230,69.7
"15","Dragon's Rage Channeler",230,70.2
"16","Forest",229,70
"17","Polluted Delta",223,69.7
"18","Arid Mesa",216,73
"19","Spirebluff Canal",213,69.8
"20","Sacred Foundry",207,71.1
"21","Stomping Ground",204,71.7
"22","Bloodstained Mire",204,72.1
"23","Fiery Islet",199,69.1
"24","Unholy Heat",199,69.6
"25","Breeding Pool",175,71.8
"26","Urza's Saga",173,71.4
"27","Fury",169,71.8
"28","Consider",167,69.4
"29","Ledger Shredder",166,69.3
"30","Counterspell",164,69.9
"31","Fable of the Mirror-Breaker",158,73.1
"32","Hallowed Fountain",157,72.6
"33","Blood Crypt",155,73.1
"34","Swamp",154,71.2
"35","Plains",149,70.8
"36","Teferi, Time Raveler",148,72.7
"37","Temple Garden",139,71.2
"38","Snow-Covered Island",137,71.1
"39","Murktide Regent",133,68.6
"40","Wrenn and Six",131,73.5
"41","Windswept Heath",127,71
"42","Prismatic Ending",122,72.9
"43","Leyline Binding",118,71.8
"44","Spell Snare",117,69.4
"45","Ketria Triome",109,72.5
"46","Springleaf Drum",107,71.8
"47","Verdant Catacombs",101,70.8
"48","Shadowspear",97,71.5
"49","Marsh Flats",96,72.7
"50","Grief",94,72.7
