"","CardNames","DeckCount","Winrate95Min"
"1","Electrickery",60,62.2
"2","Gorilla Shaman",100,62.1
"3","Krark-Clan Shaman",67,61.8
"4","Red Elemental Blast",76,61.7
"5","Dust to Dust",77,61.6
"6","Duress",88,61.6
"7","Pyroblast",117,61.6
"8","Hydroblast",53,61.4
"9","Unexpected Fangs",21,61.1
"10","Shenanigans",16,60.7
"11","Makeshift Munitions",11,60.5
"12","Chainer's Edict",76,60.5
"13","Blue Elemental Blast",67,60.4
"14","Nihil Spellbomb",49,60.3
"15","Fiery Cannonade",67,60.3
"16","Dispel",55,60.2
"17","Debt to the Kami",7,59.7
"18","Serene Heart",15,59.5
"19","Suffocating Fumes",42,59.4
"20","Scattershot",9,59.3
"21","Stonehorn Dignitary",15,59.2
"22","Patrician's Scorn",21,59.2
"23","Relic of Progenitus",76,59.1
"24","Circle of Protection: Green",5,58.8
"25","Weather the Storm",26,58.8
"26","Stormbound Geist",26,58.8
"27","Negate",18,58.6
"28","Echoing Truth",41,58.6
"29","Spell Pierce",20,58.5
"30","Nature's Claim",10,58
"31","Revoke Existence",28,58
"32","Lone Missionary",21,57.8
"33","Curfew",8,57.4
"34","Nature's Chant",12,57.4
"35","Thorn of the Black Rose",16,57.2
"36","Leave No Trace",28,57.1
"37","Introduction to Prophecy",17,56.4
"38","Flaring Pain",36,56.3
"39","Fangren Marauder",9,55.9
"40","Standard Bearer",30,55.9
"41","Smash to Smithereens",33,55.9
"42","Martyr of Ashes",18,55.1
"43","Gut Shot",29,54.8
"44","Ramosian Rally",2,54.6
"45","Annul",29,54.5
"46","Masked Vandal",7,54.4
"47","Ghitu Lavarunner",16,54.2
"48","Reaping the Graves",21,54.2
"49","Serrated Arrows",4,54.1
"50","Young Wolf",8,53.3
