"","CardNames","DeckCount","WinrateAverage"
"1","Pyroblast",117,64.9
"2","Gorilla Shaman",100,65.7
"3","Duress",88,65.5
"4","Dust to Dust",77,65.8
"5","Chainer's Edict",76,64.6
"6","Red Elemental Blast",76,65.8
"7","Relic of Progenitus",76,63.3
"8","Krark-Clan Shaman",67,66.2
"9","Fiery Cannonade",67,64.7
"10","Blue Elemental Blast",67,64.8
"11","Electrickery",60,66.8
"12","Dispel",55,65.1
"13","Hydroblast",53,66.3
"14","Nihil Spellbomb",49,65.5
"15","Suffocating Fumes",42,65.1
"16","Echoing Truth",41,64.4
"17","Flaring Pain",36,62.4
"18","Smash to Smithereens",33,62.3
"19","Standard Bearer",30,62.9
"20","Gut Shot",29,62.1
"21","Annul",29,61.6
"22","Revoke Existence",28,65
"23","Leave No Trace",28,64.3
"24","Weather the Storm",26,66.1
"25","Stormbound Geist",26,66.1
"26","Lone Missionary",21,66
"27","Patrician's Scorn",21,67.3
"28","Reaping the Graves",21,62.6
"29","Unexpected Fangs",21,69.1
"30","Spell Pierce",20,66.7
"31","Negate",18,67.4
"32","Martyr of Ashes",18,63.9
"33","Introduction to Prophecy",17,65.4
"34","Shenanigans",16,69.6
"35","Ghitu Lavarunner",16,63.6
"36","Thorn of the Black Rose",16,66.7
"37","Stonehorn Dignitary",15,68.8
"38","Crimson Acolyte",15,62
"39","Serene Heart",15,69.2
"40","Dawnbringer Cleric",14,63.8
"41","Lifelink",13,62.1
"42","Ray of Revelation",13,63.6
"43","Nature's Chant",12,68.2
"44","Cuombajj Witches",12,64
"45","Firebrand Archer",12,62.9
"46","Light of Hope",12,58.5
"47","Ram Through",12,64.2
"48","Makeshift Munitions",11,71.8
"49","Nature's Claim",10,69.9
"50","Okiba-Gang Shinobi",9,63.9
