"","SetCode","NoCopies","Winrate"
"1","MH2",7213,0.727
"2","MH1",2976,0.729
"3","ZEN",2920,0.725
"4","LEA",2656,0.726
"5","ONS",2580,0.729
"6","ELD",1215,0.723
"7","LRW",1196,0.73
"8","WWK",1180,0.719
"9","RAV",1056,0.727
"10","STX",953,0.731
"11","M20",889,0.722
"12","SOM",879,0.727
"13","5DN",873,0.728
"14","ZNR",852,0.714
"15","DIS",838,0.727
"16","GPT",830,0.727
"17","CSP",805,0.73
"18","WAR",790,0.717
"19","KLD",753,0.729
"20","ICE",736,0.733
"21","IKO",733,0.724
"22","NPH",664,0.724
"23","THB",640,0.722
"24","EMN",565,0.738
"25","FUT",522,0.721
"26","ROE",503,0.722
"27","MID",448,0.722
"28","ATQ",427,0.733
"29","AVR",422,0.718
"30","MRD",403,0.718
"31","TSP",374,0.719
"32","MBS",360,0.729
"33","AFR",328,0.719
"34","AER",323,0.721
"35","PLS",321,0.747
"36","M19",318,0.727
"37","DTK",315,0.732
"38","CON",315,0.723
"39","ALA",308,0.722
"40","DRK",305,0.715
"41","ARB",279,0.744
"42","M11",266,0.718
"43","SHM",252,0.708
"44","RTR",250,0.699
"45","KTK",233,0.717
"46","DKA",232,0.74
"47","CHK",216,0.707
"48","SOK",207,0.722
"49","APC",194,0.711
"50","PC2",188,0.748
"51","GTC",180,0.725
"52","PLC",149,0.731
"53","RNA",147,0.714
"54","DST",145,0.713
"55","M21",141,0.728
"56","JOU",136,0.711
"57","ISD",130,0.735
"58","AKH",125,0.731
"59","CMD",116,0.73
"60","DOM",112,0.7
"61","GRN",110,0.725
"62","XLN",95,0.702
"63","HOU",89,0.737
"64","SOI",89,0.713
"65","OGW",89,0.689
"66","NEM",89,0.724
"67","VOW",77,0.667
"68","DGM",75,0.706
"69","MIR",72,0.734
"70","BFZ",68,0.701
"71","ULG",65,0.736
"72","M12",55,0.709
"73","M10",55,0.704
"74","STH",55,0.727
"75","MOR",54,0.674
"76","TMP",41,0.735
"77","JUD",39,0.732
"78","EVE",36,0.746
"79","INV",36,0.725
"80","WTH",32,0.735
"81","ARN",29,0.689
"82","ORI",27,0.712
"83","M15",22,0.671
"84","KHM",22,0.713
"85","FRF",19,0.732
"86","PTK",16,0.686
"87","P02",15,0.708
"88","ALL",14,0.632
"89","M13",11,0.697
"90","THS",10,0.702
"91","LEG",8,0.714
"92","BOK",8,0.644
"93","C14",2,0.647
