"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",284,73
"2","Scalding Tarn",271,72.8
"3","Lightning Bolt",266,73.1
"4","Misty Rainforest",220,73.2
"5","Flooded Strand",216,73.1
"6","Mishra's Bauble",213,73.1
"7","Expressive Iteration",212,73.5
"8","Ragavan, Nimble Pilferer",206,72.2
"9","Unholy Heat",193,73
"10","Wooded Foothills",182,72.3
"11","Dragon's Rage Channeler",178,72.8
"12","Stomping Ground",171,72.6
"13","Polluted Delta",171,72.7
"14","Island",156,72.9
"15","Mountain",154,71.8
"16","Thoughtseize",154,73.5
"17","Breeding Pool",154,73.4
"18","Urza's Saga",153,72.2
"19","Prismatic Ending",150,72
"20","Sacred Foundry",149,72.2
"21","Plains",145,71.7
"22","Windswept Heath",145,73.5
"23","Bloodstained Mire",137,72.7
"24","Fury",134,73.1
"25","Forest",131,72.4
"26","Hallowed Fountain",128,72.9
"27","Counterspell",127,73.1
"28","Shadowspear",125,72.9
"29","Blood Crypt",125,72.9
"30","Teferi, Time Raveler",124,72.2
"31","Wrenn and Six",122,72.4
"32","Inquisition of Kozilek",121,73.3
"33","Raugrin Triome",118,72.3
"34","Swamp",117,73.3
"35","Ketria Triome",115,73.5
"36","Kolaghan's Command",112,73.1
"37","Solitude",111,72.4
"38","Temple Garden",108,74
"39","Esper Sentinel",105,73.4
"40","Watery Grave",105,73.3
"41","Force of Negation",103,74.2
"42","Snow-Covered Plains",102,73.7
"43","Arid Mesa",98,71.4
"44","Stoneforge Mystic",98,73
"45","Kroxa, Titan of Death's Hunger",98,74.2
"46","Fatal Push",97,73.5
"47","Snow-Covered Island",96,73.4
"48","Inkmoth Nexus",95,73.7
"49","Snow-Covered Mountain",95,73
"50","Springleaf Drum",92,74.2
