"","CardNames","DeckCount","WinrateAverage"
"1","Misty Rainforest",189,72.9
"2","Steam Vents",165,72.2
"3","Boseiju, Who Endures",160,72.8
"4","Otawara, Soaring City",143,71.9
"5","Scalding Tarn",136,71.4
"6","Forest",131,71.8
"7","Flooded Strand",128,72.2
"8","Lightning Bolt",122,70.8
"9","Island",110,71.8
"10","Wooded Foothills",109,72.7
"11","Breeding Pool",101,73.1
"12","Stomping Ground",97,73
"13","Endurance",92,73.4
"14","Ragavan, Nimble Pilferer",90,70.9
"15","Hallowed Fountain",89,73.2
"16","Unholy Heat",88,72.6
"17","Spirebluff Canal",87,71.4
"18","Windswept Heath",80,73.1
"19","Counterspell",78,71.4
"20","Polluted Delta",77,68.9
"21","Expressive Iteration",76,70.9
"22","Fiery Islet",74,70.6
"23","Urza's Saga",72,71.7
"24","Mountain",72,70.2
"25","Mishra's Bauble",70,69.7
"26","Fury",70,72.8
"27","Teferi, Time Raveler",70,73
"28","Plains",67,71.8
"29","Snow-Covered Island",66,72.9
"30","Sacred Foundry",66,72
"31","Spell Pierce",64,71.7
"32","Archmage's Charm",62,71.1
"33","Ketria Triome",61,73.5
"34","Swamp",60,69.8
"35","Prismatic Ending",60,72.5
"36","Brazen Borrower",59,73.4
"37","Dragon's Rage Channeler",58,70.3
"38","Wrenn and Six",56,72.5
"39","Solitude",56,73.1
"40","Murktide Regent",55,70.8
"41","Temple Garden",55,73.2
"42","Consider",54,71.2
"43","Force of Negation",53,73.5
"44","Violent Outburst",51,73.7
"45","Verdant Catacombs",50,71.6
"46","Shardless Agent",50,73.7
"47","Shadowspear",50,72
"48","Raugrin Triome",50,73
"49","Arid Mesa",48,71.8
"50","Cavern of Souls",47,73
