"","CardNames","DeckCount","WinrateAverage"
"1","Sleight of Hand",2,100
"2","Repeal",2,100
"3","Shock",2,100
"4","Aether Gust",1,100
"5","Lonely Sandbar",1,100
"6","Luminarch Aspirant",1,100
"7","Idyllic Grange",1,100
"8","City of Brass",1,100
"9","Fatestitcher",1,100
"10","Sylvan Caryatid",1,100
"11","Glittering Wish",1,100
"12","Cerulean Wisps",1,100
"13","Silence",1,100
"14","Swan Song",1,100
"15","Veil of Summer",1,100
"16","Jeskai Ascendancy",1,100
"17","Grove of the Burnwillows",1,100
"18","Trinisphere",1,100
"19","Grapeshot",1,100
"20","Ideas Unbound",1,100
"21","Past in Flames",1,100
"22","Dream's Grip",1,100
"23","Peer Through Depths",1,100
"24","Psychic Puppetry",1,100
"25","Reach Through Mists",1,100
"26","Twiddle",1,100
"27","Wishclaw Talisman",1,100
"28","Lotus Field",1,100
"29","Shalai, Voice of Plenty",1,100
"30","Viridian Longbow",1,100
"31","Klothys, God of Destiny",3,91.7
"32","Pillage",3,91.7
"33","Gut Shot",6,87.5
"34","Bloodchief's Thirst",4,87.5
"35","Blood Moon",4,87.5
"36","Anger of the Gods",4,87.5
"37","Tranquil Thicket",2,87.5
"38","Dakmor Salvage",2,87.5
"39","Claim the Firstborn",2,87.5
"40","Stubborn Denial",2,87.5
"41","Chandra, Torch of Defiance",2,87.5
"42","Mazemind Tome",2,87.5
"43","Cleansing Wildfire",2,87.5
"44","Devoted Druid",2,87.5
"45","Vizier of Remedies",2,87.5
"46","Finale of Devastation",2,87.5
"47","Postmortem Lunge",2,87.5
"48","Golgari Rot Farm",2,87.5
"49","River of Tears",7,85.7
"50","Abundant Growth",5,85
