"","CardNames","DeckCount","Winrate95Min"
"1","Veil of Summer",61,74.3
"2","Cleansing Wildfire",36,73.9
"3","Soul-Guide Lantern",29,73.7
"4","Aether Gust",49,73.3
"5","Abrade",25,73.1
"6","Kozilek's Return",36,73.1
"7","Spell Pierce",26,72.9
"8","Liquimetal Coating",22,72.2
"9","Path to Exile",42,72.2
"10","Tormod's Crypt",33,71.7
"11","Wurmcoil Engine",18,71.1
"12","Ensnaring Bridge",20,71
"13","Pithing Needle",25,70.8
"14","Mystical Dispute",33,70.8
"15","Lurrus of the Dream-Den",32,70
"16","Relic of Progenitus",34,70
"17","Engineered Explosives",29,69.9
"18","Elixir of Immortality",4,69.8
"19","Dragon's Claw",12,69.8
"20","Damping Sphere",28,69.8
"21","Vapor Snag",13,69.7
"22","Skysovereign, Consul Flagship",14,69.6
"23","Dovin's Veto",15,69.6
"24","Celestial Purge",16,69.5
"25","Grafdigger's Cage",16,69.5
"26","Walking Ballista",17,69.5
"27","Dispel",25,68.6
"28","Rest in Peace",20,68.2
"29","Deicide",18,68
"30","Bedlam Reveler",17,67.9
"31","Burrenton Forge-Tender",16,67.8
"32","Anger of the Gods",16,67.8
"33","Force of Negation",15,67.7
"34","Flame Slash",6,67.6
"35","Kor Firewalker",14,67.6
"36","Sundering Titan",14,67.6
"37","Ceremonious Rejection",11,67.3
"38","Torpor Orb",9,67.2
"39","Madcap Experiment",9,67.2
"40","Platinum Emperion",9,67.2
"41","Dismember",15,65.8
"42","Rip Apart",13,65.3
"43","Timely Reinforcements",12,65
"44","Auriok Champion",18,64.9
"45","Fatal Push",11,64.7
"46","Kaya's Guile",11,64.7
"47","Vendilion Clique",11,64.7
"48","Damnation",11,64.7
"49","Kozilek, Butcher of Truth",10,64.4
"50","Nature's Claim",10,64.4
