"","CardNames","DeckCount","Winrate95Min"
"1","Wooded Foothills",85,76
"2","Lightning Bolt",84,75.7
"3","Mountain",77,75.6
"4","Windswept Heath",56,75
"5","Misty Rainforest",44,74.7
"6","Forest",63,74.7
"7","Steam Vents",62,74.7
"8","Stomping Ground",41,74.3
"9","Island",51,74.3
"10","Wrenn and Six",25,74.2
"11","Plains",57,74
"12","Temple Garden",48,73.9
"13","Breeding Pool",29,73.7
"14","Monastery Swiftspear",39,73
"15","Path to Exile",26,72.9
"16","Sacred Foundry",42,72.9
"17","Bloodstained Mire",47,72.8
"18","Fiery Islet",29,72.7
"19","Manamorphose",31,72.6
"20","Omnath, Locus of Creation",19,72.5
"21","Swamp",32,72.5
"22","Soul-Scar Mage",33,72.5
"23","Ketria Triome",20,72.4
"24","Scalding Tarn",37,72.3
"25","Karn, the Great Creator",22,72.2
"26","Utopia Sprawl",27,71.8
"27","Snapcaster Mage",29,71.7
"28","Teferi, Time Raveler",29,71.7
"29","Lava Dart",31,71.7
"30","Mutagenic Growth",31,71.7
"31","Fatal Push",34,71.6
"32","Spirebluff Canal",35,71.6
"33","Walking Ballista",36,71.6
"34","Spell Snare",19,71
"35","Overgrown Tomb",19,71
"36","Prismatic Vista",19,71
"37","Serum Visions",19,71
"38","Raugrin Triome",22,70.9
"39","Stormwing Entity",23,70.9
"40","Opt",40,70.9
"41","Watery Grave",24,70.8
"42","Cryptic Command",25,70.8
"43","Polluted Delta",26,70.8
"44","Hallowed Fountain",26,70.8
"45","Verdant Catacombs",27,70.8
"46","Sprite Dragon",27,70.8
"47","Flooded Strand",28,70.8
"48","Light Up the Stage",11,69.9
"49","Mishra's Bauble",29,69.9
"50","Arid Mesa",31,69.9
