"","SetName","Winrate","Presence"
"1","M20",NA,0
"2","ZNR",NA,0
"3","THB",NA,0
"4","HOU",NA,0
"5","OGW",NA,0
"6","ZEN",NA,0
"7","SOM",NA,0
"8","CON",NA,0
"9","DRK",NA,0
"10","STH",NA,0
"11","SOK",NA,0
"12","ELD",NA,0
"13","IKO",NA,0
"14","ALA",NA,0
"15","5DN",NA,0
"16","M11",NA,0
"17","DST",NA,0
"18","DOM",NA,0
"19","NPH",NA,0
"20","KLD",NA,0
"21","WAR",NA,0
"22","DKA",NA,0
"23","AER",NA,0
"24","WWK",NA,0
"25","RTR",NA,0
"26","JOU",NA,0
"27","EMN",NA,0
"28","LRW",NA,0
"29","THS",NA,0
"30","MH1",NA,0
"31","ROE",NA,0
"32","STX",NA,0
"33","M12",NA,0
"34","MOR",NA,0
"35","PLC",NA,0
"36","XLN",NA,0
"37","CMD",NA,0
"38","ISD",NA,0
"39","GRN",NA,0
"40","MBS",NA,0
"41","M19",NA,0
"42","M15",NA,0
"43","SOI",NA,0
"44","RAV",NA,0
"45","DGM",NA,0
"46","WTH",NA,0
"47","FUT",NA,0
"48","BFZ",NA,0
"49","M21",NA,0
"50","SHM",NA,0
"51","DIS",NA,0
"52","MRD",NA,0
"53","TSP",NA,0
"54","GPT",NA,0
"55","GTC",NA,0
"56","KTK",NA,0
"57","BNG",NA,0
"58","FRF",NA,0
"59","ULG",NA,0
"60","AVR",NA,0
"61","TMP",NA,0
"62","BOK",NA,0
"63","ATQ",NA,0
"64","DTK",NA,0
"65","LEA",NA,0
"66","M10",NA,0
"67","AKH",NA,0
"68","ICE",NA,0
"69","USG",NA,0
"70","ALL",NA,0
"71","KHM",NA,0
"72","TOR",NA,0
"73","M13",NA,0
"74","ORI",NA,0
