"","SetName","Winrate","Presence"
"1","ONS",NA,0
"2","LEA",NA,0
"3","ZEN",NA,0
"4","GPT",NA,0
"5","MH1",NA,0
"6","RAV",NA,0
"7","DIS",NA,0
"8","KTK",NA,0
"9","CON",NA,0
"10","SHM",NA,0
"11","ZNR",NA,0
"12","AKH",NA,0
"13","IKO",NA,0
"14","WAR",NA,0
"15","ISD",NA,0
"16","JUD",NA,0
"17","NPH",NA,0
"18","AER",NA,0
"19","KLD",NA,0
"20","5DN",NA,0
"21","M21",NA,0
"22","INV",NA,0
"23","LRW",NA,0
"24","RNA",NA,0
"25","CSP",NA,0
"26","AVR",NA,0
"27","KHM",NA,0
"28","BFZ",NA,0
"29","THB",NA,0
"30","WWK",NA,0
"31","STH",NA,0
"32","FUT",NA,0
"33","ATQ",NA,0
"34","ROE",NA,0
"35","ELD",NA,0
"36","M10",NA,0
"37","DOM",NA,0
"38","RTR",NA,0
"39","ICE",NA,0
"40","MOR",NA,0
"41","DTK",NA,0
"42","STX",NA,0
"43","M15",NA,0
"44","OGW",NA,0
"45","MRD",NA,0
"46","ULG",NA,0
"47","XLN",NA,0
"48","ALA",NA,0
"49","GRN",NA,0
"50","WTH",NA,0
"51","DKA",NA,0
"52","P02",NA,0
"53","ORI",NA,0
"54","GTC",NA,0
"55","FRF",NA,0
"56","TSP",NA,0
"57","M11",NA,0
"58","NEM",NA,0
"59","ARB",NA,0
"60","MBS",NA,0
"61","DRK",NA,0
"62","THS",NA,0
"63","ALL",NA,0
"64","HOU",NA,0
"65","CHK",NA,0
"66","SOM",NA,0
"67","EVE",NA,0
"68","M20",NA,0
"69","DST",NA,0
"70","JOU",NA,0
"71","M12",NA,0
"72","SOI",NA,0
"73","PLS",NA,0
"74","PLC",NA,0
"75","M13",NA,0
"76","LEG",NA,0
"77","EMN",NA,0
"78","ARN",NA,0
"79","SOK",NA,0
"80","CMD",NA,0
"81","TMP",NA,0
"82","DGM",NA,0
"83","M19",NA,0
"84","MIR",NA,0
"85","ODY",NA,0
"86","APC",NA,0
"87","BOK",NA,0
