"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",61,79.9
"2","Aether Gust",49,79.6
"3","Path to Exile",42,79.2
"4","Cleansing Wildfire",36,81.2
"5","Kozilek's Return",36,80.6
"6","Relic of Progenitus",34,77.9
"7","Mystical Dispute",33,78.8
"8","Tormod's Crypt",33,79.5
"9","Lurrus of the Dream-Den",32,78.1
"10","Soul-Guide Lantern",29,81.9
"11","Engineered Explosives",29,78.4
"12","Damping Sphere",28,78.6
"13","Spell Pierce",26,81.7
"14","Dispel",25,78
"15","Pithing Needle",25,80
"16","Abrade",25,82
"17","Liquimetal Coating",22,81.8
"18","Rest in Peace",20,78.8
"19","Ensnaring Bridge",20,81.2
"20","Auriok Champion",18,76.4
"21","Deicide",18,79.2
"22","Wurmcoil Engine",18,81.9
"23","Walking Ballista",17,80.9
"24","Bedlam Reveler",17,79.4
"25","Burrenton Forge-Tender",16,79.7
"26","Anger of the Gods",16,79.7
"27","Celestial Purge",16,81.2
"28","Grafdigger's Cage",16,81.2
"29","Force of Negation",15,80
"30","Dovin's Veto",15,81.7
"31","Dismember",15,78.3
"32","Kor Firewalker",14,80.4
"33","Skysovereign, Consul Flagship",14,82.1
"34","Sundering Titan",14,80.4
"35","Thoughtseize",13,76.9
"36","Rip Apart",13,78.8
"37","Vapor Snag",13,82.7
"38","Timely Reinforcements",12,79.2
"39","Dragon's Claw",12,83.3
"40","Spatial Contortion",12,77.1
"41","Go for the Throat",12,77.1
"42","Fatal Push",11,79.5
"43","Force of Vigor",11,77.3
"44","Kaya's Guile",11,79.5
"45","Vendilion Clique",11,79.5
"46","Damnation",11,79.5
"47","Ceremonious Rejection",11,81.8
"48","Kozilek, Butcher of Truth",10,80
"49","Nature's Claim",10,80
"50","Reclamation Sage",10,77.5
