"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",1421,70.8
"2","Wooded Foothills",1274,70.8
"3","Forest",1268,71
"4","Mountain",1231,70.3
"5","Snow-Covered Forest",1171,71.8
"6","Misty Rainforest",1114,71.5
"7","Breeding Pool",1074,71.9
"8","Snow-Covered Island",984,72
"9","Bloodstained Mire",901,70.8
"10","Stomping Ground",881,70.9
"11","Scalding Tarn",813,72
"12","Cryptic Command",799,72
"13","Mystic Sanctuary",796,72.1
"14","Mishra's Bauble",793,71.7
"15","Blood Crypt",766,71.1
"16","Island",760,71
"17","Fatal Push",751,70.8
"18","Flooded Strand",748,71.7
"19","Uro, Titan of Nature's Wrath",747,72.4
"20","Cavern of Souls",734,71.3
"21","Temple Garden",720,71.1
"22","Path to Exile",707,71.2
"23","Windswept Heath",706,70.5
"24","Force of Negation",705,71.6
"25","Steam Vents",680,71.9
"26","Thoughtseize",665,71.2
"27","Polluted Delta",664,71.8
"28","Monastery Swiftspear",662,70.8
"29","Plains",658,70.8
"30","Verdant Catacombs",657,70.8
"31","Snow-Covered Plains",652,71.4
"32","Swamp",642,70.9
"33","Field of Ruin",634,71.5
"34","Hallowed Fountain",574,71.6
"35","Sunbaked Canyon",566,70.6
"36","Inquisition of Kozilek",558,71.1
"37","Wrenn and Six",551,71.2
"38","Ghost Quarter",549,70.4
"39","Dismember",548,71.2
"40","Field of the Dead",528,71.4
"41","Teferi, Time Raveler",506,71.9
"42","Blast Zone",501,71.5
"43","Archmage's Charm",500,72.3
"44","Mana Leak",491,71.9
"45","Walking Ballista",482,71
"46","Fiery Islet",482,70.1
"47","Arcum's Astrolabe",480,73
"48","Jace, the Mind Sculptor",462,71.5
"49","Overgrown Tomb",458,70.9
"50","Snapcaster Mage",437,71.6
