"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Eldrazi Tron - Burn - Gruul Midrange - Amulet Titan - Jund Midrange - Bant Control - Green Tron - Dredge - Humans - WURG Control - Shadow Prowess - Ad Nauseam - Izzet Prowess,Dimir Control - Delver - Golgari Titan - Uroza - Ascendancy Combo - Niv To Light - Bant Blink - Thopter Urza - Mardu Prowess - Blue Scapeshift,Uroza - Bant Control - Amulet Titan - Stoneblade - Niv To Light - Ad Nauseam - Eldrazi Tron - Reclamation,Eldrazi Tron - Amulet Titan - Bant Control - Gruul Midrange - Burn - Jund Midrange - Green Tron - WURG Control - Uroza - Dredge - Humans - Shadow Prowess - Ad Nauseam - Stoneblade,Eldrazi Tron - Amulet Titan - Bant Control - Gruul Midrange - Burn - Jund Midrange - Green Tron - WURG Control - Uroza - Dredge - Humans - Shadow Prowess - Ad Nauseam - Stoneblade
"Tiers 1.5",Uroza - Stoneblade - Rakdos Prowess - Devoted Combo - Heliod Combo - Reclaimer Titan - Reclamation - Mono Red Prowess - Sultai Control - Gifts Storm - Niv To Light - Infect - Obosh Aggro - Hammer Time - Mono White Taxes - Boros Prowess - Jund Shadow - Grixis Shadow - Mill - Thopter Urza,Stoneblade - Orzhov Eldrazi Taxes - Hardened Scales - Bant Control - Reclamation - Ad Nauseam - Blue Tron - Saheeli Combo - WUBG Control - Amulet Titan - UBRG Shadow - Izzet Kiki Jiki - Jund Shadow - Oops All Spells - Titan Shift - Obosh Aggro - Mono White Eldrazi Taxes - Urza Oko - Neobrand - Temur Control - Eldrazi Tron - Heliod Combo,Thopter Urza - WURG Control - Green Tron - Gruul Midrange - Jund Midrange - Shadow Prowess - Burn - Delver - Humans - Blue Scapeshift - Dredge - Heliod Combo - Izzet Prowess - Rakdos Prowess - Golgari Titan - Obosh Aggro - Dimir Control - Reclaimer Titan - Jund Shadow - Hardened Scales - Sultai Control - UBRG Shadow - Mardu Prowess - Devoted Combo - Oops All Spells - Gifts Storm - Grixis Shadow - Mono White Taxes - Bant Blink - Urza Oko - Neobrand,Izzet Prowess - Reclamation - Rakdos Prowess - Heliod Combo - Niv To Light - Reclaimer Titan - Devoted Combo - Sultai Control - Mono Red Prowess - Obosh Aggro - Gifts Storm - Thopter Urza - Jund Shadow - Mono White Taxes - Blue Scapeshift - Infect - Grixis Shadow - Hammer Time - Boros Prowess - UBRG Shadow,Izzet Prowess - Reclamation - Rakdos Prowess - Heliod Combo - Niv To Light - Reclaimer Titan - Devoted Combo - Sultai Control - Mono Red Prowess - Obosh Aggro - Gifts Storm - Thopter Urza - Jund Shadow - Mono White Taxes - Blue Scapeshift - Infect - Grixis Shadow - Hammer Time - Boros Prowess - UBRG Shadow
"Tiers 2",Blue Scapeshift - Bogles - UBRG Shadow - Oops All Spells - Goblins - Urza Oko - Neobrand - Miracles - Simic Titan - Hardened Scales - Rakdos Midrange - Spirits - Temur Control - UBRG Control - Izzet Control - Belcher - Mardu Prowess - Titan Shift - Crabvine - Omnath Saheeli - Electro Balance - Blue Tron - Golgari Midrange - Bant Blink - Delver,Belcher - WURG Control - Shadow Prowess - Grixis Shadow - Rakdos Prowess - Green Tron - Mono White Taxes - BTL Scapeshift - Reclaimer Titan - Humans - UBRG Control - Izzet Prowess - Sultai Control - Merfolk - Jund Midrange - Gruul Midrange - Gifts Storm - Omnath Saheeli - Burn - Miracles - Grinding Breach - Dredge - Goblins - Rakdos Midrange - Electro Balance - Spirits - Devoted Combo - Azorius Control - Simic Titan - Boros Prowess - Infect - Crabvine,Mono Red Prowess - Infect - Boros Prowess - Temur Control - Goblins - Hammer Time - Titan Shift - Miracles - Blue Tron - Ascendancy Combo - Belcher - UBRG Control - Rakdos Midrange - Simic Titan - Spirits - Mill - Omnath Saheeli - Bogles - Izzet Kiki Jiki,Oops All Spells - Hardened Scales - Urza Oko - Goblins - Neobrand - Mill - Mardu Prowess - Miracles - Delver - Bogles - Simic Titan - Temur Control - Rakdos Midrange - Spirits - Golgari Titan - UBRG Control - Titan Shift - Belcher - Bant Blink - Dimir Control - Blue Tron - Omnath Saheeli - Izzet Control - Electro Balance,Oops All Spells - Hardened Scales - Urza Oko - Goblins - Neobrand - Mill - Mardu Prowess - Miracles - Delver - Bogles - Simic Titan - Temur Control - Rakdos Midrange - Spirits - Golgari Titan - UBRG Control - Titan Shift - Belcher - Bant Blink - Dimir Control - Blue Tron - Omnath Saheeli - Izzet Control - Electro Balance
"Tiers 2.5",Golgari Titan - Azorius Control - BTL Scapeshift - Kiki Chord - Izzet Kiki Jiki - Mono White Eldrazi Taxes - Merfolk - Dimir Control - Grinding Breach - Jeskai Control - Ascendancy Combo - Orzhov Eldrazi Taxes - WUBG Control - Saheeli Combo,Hammer Time - Mono Red Prowess - Jeskai Control - Mill - Izzet Control - Bogles - Golgari Midrange - Kiki Chord,Mono White Eldrazi Taxes - Orzhov Eldrazi Taxes - Electro Balance - BTL Scapeshift - Crabvine - Izzet Control - Merfolk - Azorius Control - Grinding Breach - WUBG Control - Saheeli Combo - Jeskai Control - Golgari Midrange - Kiki Chord,Crabvine - Ascendancy Combo - Izzet Kiki Jiki - BTL Scapeshift - Mono White Eldrazi Taxes - Azorius Control - Merfolk - Orzhov Eldrazi Taxes - Grinding Breach - Golgari Midrange - WUBG Control - Saheeli Combo - Jeskai Control - Kiki Chord,Crabvine - Ascendancy Combo - Izzet Kiki Jiki - BTL Scapeshift - Mono White Eldrazi Taxes - Azorius Control - Merfolk - Orzhov Eldrazi Taxes - Grinding Breach - Golgari Midrange - WUBG Control - Saheeli Combo - Jeskai Control - Kiki Chord
