"","CardNames","DeckCount","Winrate95Min"
"1","Legion's End",39,66.3
"2","Collective Brutality",18,65.9
"3","Duress",61,64.8
"4","Go Blank",56,64.5
"5","Self-Inflicted Wound",35,64.3
"6","Aethersphere Harvester",27,64.2
"7","Soul-Guide Lantern",57,64.1
"8","Narset, Parter of Veils",59,63.1
"9","Negate",46,62.9
"10","Heartless Act",27,62.4
"11","Gruul Charm",14,62.1
"12","Mystical Dispute",171,62.1
"13","Aether Gust",105,61.8
"14","Lurrus of the Dream-Den",60,61.5
"15","Young Pyromancer",11,61.4
"16","Abrade",39,61.2
"17","Feed the Swarm",25,61
"18","Fry",24,61
"19","Scrabbling Claws",25,60.8
"20","Magma Spray",59,60.8
"21","Shadows' Verdict",36,60.3
"22","Anger of the Gods",56,60.3
"23","Extinction Event",8,59.7
"24","Archon of Emeria",45,59.7
"25","Rest in Peace",68,59.6
"26","Rakdos's Return",10,59.4
"27","Thoughtseize",25,59.3
"28","Ral, Izzet Viceroy",23,59
"29","Sprite Dragon",15,58.8
"30","Scavenging Ooze",18,58
"31","Fatal Push",23,57.9
"32","Damping Sphere",30,57.9
"33","Skyclave Apparition",33,57.9
"34","Disdainful Stroke",45,57.9
"35","Kalitas, Traitor of Ghet",28,57.8
"36","Thought Distortion",31,57.8
"37","Jegantha, the Wellspring",19,57.7
"38","Yorion, Sky Nomad",20,57.6
"39","Notion Thief",22,57.3
"40","Enter the God-Eternals",9,57.1
"41","Alpine Moon",21,56.8
"42","Chained to the Rocks",23,56.7
"43","Dreadbore",12,56.6
"44","Yasharn, Implacable Earth",4,56.5
"45","Lava Coil",15,56.4
"46","Kolaghan's Command",12,56.3
"47","Chandra, Torch of Defiance",15,55.9
"48","Settle the Wreckage",30,55.7
"49","Toski, Bearer of Secrets",11,55.6
"50","Crippling Fear",10,55.6
