"","PLAYERS","NO_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","Oscar_Franco",3,27,0.777777777777778,0.577416939955621,0.913783060052433,63,"Azorius Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#oscar_franco_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#oscar_franco_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#oscar_franco_th_place"
"2","Heibing",3,24,0.708333333333333,0.489052186142167,0.873847911476309,51,"Living End","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#heibing_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#heibing_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#heibing_th_place"
"3","Lollopollo2001",3,23,0.652173913043478,0.427343963036494,0.83623640162505,45,"Bogles","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#lollopollo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#lollopollo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#lollopollo_th_place"
"4","katoriarch123",3,24,0.625,0.405936384007944,0.812007071803998,45,"Esper Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#katoriarch_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#katoriarch_th_place; "
"5","Laplasjan",2,18,0.833333333333333,0.585822508605226,0.964214916878425,45,"Hammer Time","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#laplasjan_st_place"
"6","_titoWii_96",2,16,0.75,0.476229180103872,0.927337961747118,36,"Blue Scapeshift; Polymorph","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#_titowii__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#_titowii__th_place"
"7","remf",2,16,0.75,0.476229180103872,0.927337961747118,36,"Spirits","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#remf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#remf_th_place"
"8","idutra",2,16,0.6875,0.413379363548641,0.889830045282883,33,"Mill","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#idutra_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#idutra_th_place"
"9","moksha",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"BTL Scapeshift","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#moksha_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#moksha_th_place"
"10","Samcaster-Mage",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#samcaster-mage_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#samcaster-mage_th_place"
"11","ArchaeusDota",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Jund Midrange; Thopter Urza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#archaeusdota_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#archaeusdota_th_place"
"12","xfile",2,17,0.647058823529412,0.383283663443403,0.857902516889779,33,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#xfile_nd_place"
"13","toondoslav",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Infect","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#toondoslav_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#toondoslav_th_place"
"14","scipios",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Dredge; Boros Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#scipios_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#scipios_nd_place"
"15","MaxMagicer",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Green Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#maxmagicer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#maxmagicer_th_place"
"16","JUJUBEAN__2004",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#jujubean___nd_place"
"17","pedrogush",2,15,0.6,0.322869766206282,0.836635676140487,27,"Hammer Time","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#pedrogush_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#pedrogush_th_place"
"18","MrRaeb",1,10,0.9,0.554983882971805,0.997471421455538,27,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#mrraeb_st_place"
"19","Mateusf34",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#mateusf_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#mateusf_th_place"
"20","Rosencrantz_920",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#rosencrantz__st_place"
"21","Golgarburr",1,10,0.9,0.554983882971805,0.997471421455538,27,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#golgarburr_rd_place"
"22","musasabi",1,9,1,0.663732883120057,1,27,"Mardu Midrange","1",""
"23","fingers1991",1,10,0.8,0.443904537692359,0.974789273673167,24,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#fingers_rd_place"
"24","quinniac",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#quinniac_th_place"
"25","paucr5",1,10,0.8,0.443904537692359,0.974789273673167,24,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#paucr_nd_place"
"26","Sanitoeter",1,11,0.727272727272727,0.390257440427579,0.939782265827093,24,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#sanitoeter_nd_place"
"27","BERNASTORRES",1,10,0.8,0.443904537692359,0.974789273673167,24,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#bernastorres_nd_place"
"28","ZYURYO",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Azorius Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#zyuryo_rd_place"
"29","Karatedom",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Izzet Prowess","1",""
"30","spiderspace",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Mono White Taxes","1",""
"31","powery",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Heliod Combo","1",""
"32","Phill_Hellmuth",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Shadow Prowess","1",""
"33","SickWorld",1,10,0.7,0.347547149940003,0.933260488822266,21,"Obosh Aggro","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#sickworld_th_place"
"34","AstralPlane",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#astralplane_th_place"
"35","mchlpp",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#mchlpp_rd_place"
"36","kolbej",1,8,0.875,0.473490329124793,0.996840276468748,21,"Titan Shift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#kolbej_th_place"
"37","Giaws",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#giaws_th_place"
"38","Promidnightz",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"WURG Midrange","1",""
"39","Xwhale",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Eldrazi Tron","1",""
"40","Elfkid",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Mill","1",""
"41","solaec0501",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Hammer Time","1",""
"42","CitrusD",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Yawgmoth","1",""
"43","coert",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Heliod Combo","1",""
"44","schnda",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Azorius Control","1",""
"45","noesmitipo",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Green Tron","1",""
"46","darius89",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Gruul Midrange","1",""
"47","mrichi",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Azorius Control","1",""
"48","CordoTwin",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Shadow Prowess","1",""
"49","FreedMania",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Amulet Titan","1",""
"50","Game_Night",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Heliod Combo","1",""
"51","Jiobimbo",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Azorius Taxes","1",""
"52","Meumeunome",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Heliod Combo","1",""
"53","golphinus",1,8,0.75,0.349144205587176,0.968145973750056,18,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#golphinus_th_place"
"54","benchsummer",1,8,0.75,0.349144205587176,0.968145973750056,18,"UBRG Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#benchsummer_th_place"
"55","Usama96",1,8,0.75,0.349144205587176,0.968145973750056,18,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#usama_th_place"
"56","Lord_of_Puntlantis",1,8,0.75,0.349144205587176,0.968145973750056,18,"Yawgmoth","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#lord_of_puntlantis_th_place"
"57","joetru",1,8,0.75,0.349144205587176,0.968145973750056,18,"Oops All Spells","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#joetru_th_place"
"58","HouseOfManaMTG",1,8,0.75,0.349144205587176,0.968145973750056,18,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#houseofmanamtg_th_place"
"59","LORiWWA",1,8,0.75,0.349144205587176,0.968145973750056,18,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#loriwwa_th_place"
"60","MentalMisstep",1,8,0.75,0.349144205587176,0.968145973750056,18,"Hammer Time","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#mentalmisstep_th_place"
"61","gazmon48",1,8,0.75,0.349144205587176,0.968145973750056,18,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#gazmon_th_place"
"62","Stompy45",1,8,0.75,0.349144205587176,0.968145973750056,18,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#stompy_th_place"
"63","bamzing",1,8,0.75,0.349144205587176,0.968145973750056,18,"BTL Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#bamzing_st_place"
"64","Genxim",1,8,0.75,0.349144205587176,0.968145973750056,18,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#genxim_nd_place"
"65","adebevoise",1,8,0.75,0.349144205587176,0.968145973750056,18,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#adebevoise_rd_place"
"66","unagieel",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#unagieel_th_place"
"67","Xerk",1,8,0.75,0.349144205587176,0.968145973750056,18,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#xerk_th_place"
"68","Benkill",1,8,0.75,0.349144205587176,0.968145973750056,18,"Spirits","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#benkill_th_place"
"69","Pmizz",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Hammer Time","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#pmizz_th_place"
"70","daibloXSC",1,8,0.75,0.349144205587176,0.968145973750056,18,"Grixis Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#daibloxsc_th_place"
"71","fengshai",1,8,0.75,0.349144205587176,0.968145973750056,18,"Selesnya Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#fengshai_th_place"
"72","aspiringspike",1,8,0.75,0.349144205587176,0.968145973750056,18,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#aspiringspike_th_place"
"73","RagingTiltMonster",1,8,0.75,0.349144205587176,0.968145973750056,18,"Orzhov Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#ragingtiltmonster_th_place"
"74","StormQrow",1,8,0.75,0.349144205587176,0.968145973750056,18,"Land Destruction","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#stormqrow_th_place"
"75","MarioBBrega",1,8,0.75,0.349144205587176,0.968145973750056,18,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#mariobbrega_th_place"
"76","chequeredmox",1,8,0.75,0.349144205587176,0.968145973750056,18,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#chequeredmox_th_place"
"77","Saviall",1,8,0.75,0.349144205587176,0.968145973750056,18,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#saviall_th_place"
"78","Termahgerf",1,8,0.75,0.349144205587176,0.968145973750056,18,"Azorius Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#termahgerf_th_place"
"79","Cat_Lear",1,8,0.75,0.349144205587176,0.968145973750056,18,"Boros Blink","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-28#cat_lear_th_place"
"80","Morgento",1,8,0.75,0.349144205587176,0.968145973750056,18,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#morgento_th_place"
"81","Moniz0801",1,8,0.75,0.349144205587176,0.968145973750056,18,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-03-01#moniz_th_place"
"82","Eggy216",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Goblins","1",""
"83","NMT_Sco94",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Dredge","1",""
"84","abisbocci",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"WURG Midrange","1",""
"85","mastahoova",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Heliod Combo","1",""
"86","nerdkneereape",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Living End","1",""
"87","VilaCelta",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Azorius Control","1",""
"88","Bgoose321",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Shadow Prowess","1",""
"89","SamuelGraebner",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Stoneblade","1",""
"90","Siulshadow",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Heliod Combo","1",""
"91","WhiTe TsaR",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Heliod Combo","1",""
"92","nikolajandmango",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Amulet Titan","1",""
"93","Drew Christensen",1,7,0.857142857142857,0.421276802956805,0.996389703138099,18,"Burn","1","https://www.mtggoldfish.com/deck/3783517"
"94","PTarts2win",1,7,0.857142857142857,0.421276802956805,0.996389703138099,18,"Dredge","1","https://www.mtggoldfish.com/deck/3783519"
"95","mdvayu2",1,8,0.625,0.244863216366552,0.914766585862746,15,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#mdvayu_th_place"
"96","LuisMJ",1,8,0.625,0.244863216366552,0.914766585862746,15,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#luismj_th_place"
"97","10thDegree",1,8,0.625,0.244863216366552,0.914766585862746,15,"Hollow One","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#thdegree_th_place"
"98","haubidtran",1,8,0.625,0.244863216366552,0.914766585862746,15,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#haubidtran_th_place"
"99","Talisker",1,8,0.625,0.244863216366552,0.914766585862746,15,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#talisker_th_place"
"100","Parrotlet",1,8,0.625,0.244863216366552,0.914766585862746,15,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#parrotlet_st_place"
"101","Magic_Dan",1,7,0.714285714285714,0.290420863737343,0.963307433823914,15,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#magic_dan_th_place"
"102","IntegralHDK",1,7,0.714285714285714,0.290420863737343,0.963307433823914,15,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#integralhdk_th_place"
"103","Polikasoll",1,7,0.714285714285714,0.290420863737343,0.963307433823914,15,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-22#polikasoll_th_place"
