"","CardNames","DeckCount","Winrate95Min"
"1","Veil of Summer",14,68
"2","Carpet of Flowers",43,67.6
"3","Yorion, Sky Nomad",29,67.5
"4","Mindbreak Trap",38,66.4
"5","Hydroblast",115,65
"6","Pyroblast",143,64.9
"7","Surgical Extraction",131,64.4
"8","Swords to Plowshares",17,64.2
"9","Force of Negation",106,64.2
"10","Force of Vigor",67,63.7
"11","Terminus",6,63.6
"12","Kataki, War's Wage",7,63.2
"13","Collector Ouphe",34,63.1
"14","Flusterstorm",37,63.1
"15","Dress Down",10,62.9
"16","Spell Pierce",19,62.7
"17","Submerge",47,62.7
"18","Opposition Agent",11,62.6
"19","Ethersworn Canonist",12,62.3
"20","Deafening Silence",34,62.3
"21","Leyline of the Void",55,62.2
"22","Meltdown",86,62.2
"23","Red Elemental Blast",85,62.1
"24","Rough // Tumble",38,61.9
"25","Karakas",18,61.6
"26","Faerie Macabre",34,61.6
"27","Price of Progress",24,61.5
"28","Magus of the Moon",42,61.5
"29","Endurance",42,61.5
"30","Prismatic Ending",11,61.4
"31","Choke",15,61.4
"32","Pithing Needle",25,61.4
"33","Serenity",30,61.3
"34","Counterbalance",43,61.1
"35","Maddening Hex",48,61
"36","Peacekeeper",6,60.5
"37","Plague Engineer",21,60.5
"38","Masked Vandal",8,60.3
"39","Thoughtseize",32,60.1
"40","Gaddock Teeg",11,59.6
"41","Rest in Peace",14,59.6
"42","Progenitus",17,59.6
"43","Containment Priest",10,59.4
"44","Fiery Confluence",25,59.4
"45","Relic of Progenitus",8,59.2
"46","Kozilek's Return",15,59.2
"47","Engineered Explosives",35,59.2
"48","Grafdigger's Cage",25,59
"49","Glacial Chasm",12,58.9
"50","Ensnaring Bridge",15,58.9
