"","SetCode","NoCopies","Winrate"
"1","LEA",2320,0.684
"2","MH2",1834,0.682
"3","ICE",1546,0.688
"4","TMP",1079,0.678
"5","ZEN",976,0.687
"6","ONS",939,0.687
"7","MH1",846,0.685
"8","LRW",801,0.681
"9","ALL",711,0.678
"10","USG",539,0.687
"11","MRD",427,0.676
"12","ELD",409,0.677
"13","FUT",382,0.674
"14","NEM",372,0.677
"15","NPH",326,0.682
"16","NEO",325,0.686
"17","LEB",322,0.674
"18","STX",322,0.68
"19","CSP",316,0.671
"20","ISD",294,0.671
"21","PLC",272,0.668
"22","M20",265,0.71
"23","GPT",254,0.671
"24","WAR",246,0.697
"25","AVR",236,0.707
"26","WWK",217,0.701
"27","MBS",210,0.682
"28","ULG",205,0.694
"29","THB",197,0.696
"30","LEG",185,0.712
"31","EXO",175,0.68
"32","CLB",170,0.681
"33","MMQ",167,0.682
"34","ZNR",167,0.669
"35","SCG",144,0.665
"36","DKA",144,0.675
"37","DST",137,0.687
"38","SOM",136,0.689
"39","GTC",133,0.677
"40","DRK",132,0.685
"41","WTH",125,0.699
"42","M11",125,0.681
"43","SHM",122,0.67
"44","STH",111,0.678
"45","IKO",104,0.72
"46","5DN",104,0.669
"47","CON",103,0.676
"48","ODY",101,0.67
"49","SNC",87,0.682
"50","MIR",85,0.685
"51","ALA",84,0.701
"52","RTR",84,0.695
"53","TOR",80,0.692
"54","VIS",77,0.69
"55","RAV",76,0.709
"56","JMP",75,0.681
"57","DMU",75,0.657
"58","TSP",73,0.682
"59","SOK",71,0.716
"60","CMR",71,0.696
"61","JUD",69,0.668
"62","CMD",66,0.682
"63","PC2",63,0.667
"64","AFR",62,0.665
"65","AFC",62,0.663
"66","MID",60,0.704
"67","CN2",51,0.717
"68","HOU",47,0.67
"69","M15",47,0.697
"70","OGW",46,0.64
"71","ATQ",45,0.692
"72","AER",44,0.655
"73","ROE",43,0.692
"74","GRN",40,0.678
"75","EVE",35,0.694
"76","ORI",34,0.661
"77","FRF",31,0.655
"78","BNG",30,0.75
"79","C19",30,0.662
"80","EMN",29,0.73
"81","POR",28,0.738
"82","FEM",28,0.639
"83","M19",26,0.678
"84","MOR",25,0.604
"85","CHK",25,0.612
"86","DIS",23,0.689
"87","C13",21,0.662
"88","BOK",20,0.724
"89","XLN",20,0.678
"90","C21",19,0.605
"91","NEC",17,0.706
"92","KLD",17,0.683
"93","APC",16,0.638
"94","ARB",16,0.632
"95","AKH",15,0.667
"96","C14",15,0.716
"97","BBD",14,0.667
"98","M14",12,0.724
"99","M13",12,0.658
"100","KHM",12,0.742
"101","KTK",10,0.636
"102","JOU",9,0.591
"103","RIX",8,0.6
"104","C17",7,0.711
"105","PLS",7,0.692
"106","BFZ",6,0.761
"107","C18",6,0.722
"108","M10",5,0.538
"109","INV",4,0.6
"110","DMC",4,0.5
"111","SOI",3,0.75
"112","C20",3,0.667
"113","NCC",2,0.727
"114","ARN",2,0.571
"115","P02",1,0.571
