"","CardNames","DeckCount","Winrate95Min"
"1","Soul-Guide Lantern",23,74.5
"2","Veil of Summer",47,73.3
"3","Cleansing Wildfire",27,72.9
"4","Kozilek's Return",27,72.9
"5","Abrade",21,72.3
"6","Spell Pierce",21,72.3
"7","Tormod's Crypt",27,71.8
"8","Aether Gust",33,71.7
"9","Path to Exile",33,71.7
"10","Wurmcoil Engine",15,71.5
"11","Liquimetal Coating",16,71.3
"12","Dragon's Claw",11,69.9
"13","Skysovereign, Consul Flagship",12,69.8
"14","Relic of Progenitus",27,69.8
"15","Vapor Snag",13,69.7
"16","Engineered Explosives",25,69.7
"17","Ensnaring Bridge",15,69.6
"18","Pithing Needle",17,69.5
"19","Mystical Dispute",22,68.4
"20","Damping Sphere",22,68.4
"21","Lurrus of the Dream-Den",21,68.3
"22","Bedlam Reveler",15,67.7
"23","Deicide",14,67.6
"24","Grafdigger's Cage",12,67.4
"25","Rest in Peace",11,67.3
"26","Walking Ballista",11,67.3
"27","Dovin's Veto",8,67.2
"28","Torpor Orb",8,67.2
"29","Kor Firewalker",10,67.2
"30","Celestial Purge",10,67.2
"31","Ceremonious Rejection",10,67.2
"32","Dispel",16,66
"33","Burrenton Forge-Tender",13,65.3
"34","Force of Negation",10,64.4
"35","Anger of the Gods",10,64.4
"36","Rip Apart",10,64.4
"37","Auriok Champion",16,64.3
"38","Sundering Titan",9,64
"39","Timely Reinforcements",8,63.6
"40","Sorcerous Spyglass",8,63.6
"41","Shock",2,63.1
"42","Ashiok, Dream Render",7,63.1
"43","Jegantha, the Wellspring",5,62.1
"44","Madcap Experiment",5,62.1
"45","Platinum Emperion",5,62.1
"46","Alpine Moon",4,61.7
"47","Elixir of Immortality",3,61.5
"48","Flame Slash",3,61.5
"49","Force of Vigor",10,61.5
"50","Spatial Contortion",10,61.5
