"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Prowess - Heliod Combo,Gruul Midrange,Izzet Prowess - Heliod Combo,Izzet Prowess - Heliod Combo,Izzet Prowess - Heliod Combo
"Tiers 1.5",Eldrazi Tron - BTL Scapeshift - Boros Prowess - Amulet Titan,Dimir Control - Niv To Light - Dredge - BTL Scapeshift - Izzet Prowess - Eldrazi Tron,Eldrazi Tron - BTL Scapeshift - Gruul Midrange - Boros Prowess - Amulet Titan,Eldrazi Tron - BTL Scapeshift - Boros Prowess - Amulet Titan,Eldrazi Tron - BTL Scapeshift - Boros Prowess - Amulet Titan
"Tiers 2",Esper Control - Green Tron - Grinding Breach - Polymorph - Gruul Midrange - Dimir Control - Niv To Light - Dredge - Grixis Control,Esper Control - Heliod Combo - Boros Prowess - Amulet Titan,Esper Control - Dimir Control - Niv To Light - Dredge - Green Tron - Grinding Breach,Gruul Midrange - Esper Control - Green Tron - Grinding Breach - Dimir Control - Niv To Light - Dredge - Polymorph,Gruul Midrange - Esper Control - Green Tron - Grinding Breach - Dimir Control - Niv To Light - Dredge - Polymorph
"Tiers 2.5",,Green Tron - Grinding Breach - Polymorph - Grixis Control,Polymorph - Grixis Control,Grixis Control,Grixis Control
