"","CardNames","DeckCount","Winrate95Min"
"1","Mountain",60,76.2
"2","Wooded Foothills",67,75.8
"3","Lightning Bolt",63,75.6
"4","Breeding Pool",21,75
"5","Windswept Heath",44,74.7
"6","Misty Rainforest",34,74.1
"7","Steam Vents",45,74
"8","Wrenn and Six",20,73.8
"9","Forest",49,73.8
"10","Fiery Islet",21,73.6
"11","Monastery Swiftspear",30,73.6
"12","Stomping Ground",30,73.6
"13","Plains",41,73.6
"14","Island",33,73.3
"15","Temple Garden",38,73
"16","Manamorphose",27,72.9
"17","Soul-Scar Mage",28,72.8
"18","Sacred Foundry",31,72.6
"19","Path to Exile",19,72.5
"20","Bloodstained Mire",35,72.4
"21","Utopia Sprawl",23,72.1
"22","Omnath, Locus of Creation",13,71.9
"23","Scalding Tarn",27,71.8
"24","Lava Dart",27,71.8
"25","Mutagenic Growth",27,71.8
"26","Ketria Triome",14,71.7
"27","Prismatic Vista",15,71.5
"28","Karn, the Great Creator",16,71.3
"29","Stormwing Entity",19,71
"30","Teferi, Time Raveler",20,71
"31","Sprite Dragon",22,70.9
"32","Swamp",23,70.9
"33","Spirebluff Canal",26,70.8
"34","Walking Ballista",30,70.8
"35","Light Up the Stage",11,69.9
"36","Sunbaked Canyon",12,69.8
"37","Arid Mesa",27,69.8
"38","Opt",27,69.8
"39","Hallowed Fountain",15,69.6
"40","Arbor Elf",20,69.6
"41","Verdant Catacombs",22,69.6
"42","Fatal Push",23,69.6
"43","Snapcaster Mage",17,69.5
"44","Raugrin Triome",17,69.5
"45","Cavern of Souls",19,69.5
"46","Mishra's Bauble",23,68.4
"47","Skyclave Apparition",20,68.2
"48","Noble Hierarch",20,68.2
"49","Auriok Champion",17,67.9
"50","Heliod, Sun-Crowned",17,67.9
