"","SetName","Winrate","Presence"
"1","THB",NA,0
"2","M20",NA,0
"3","ZNR",NA,0
"4","OGW",NA,0
"5","HOU",NA,0
"6","ZEN",NA,0
"7","DRK",NA,0
"8","CON",NA,0
"9","SOM",NA,0
"10","DST",NA,0
"11","KLD",NA,0
"12","ALA",NA,0
"13","NPH",NA,0
"14","5DN",NA,0
"15","STH",NA,0
"16","SOK",NA,0
"17","ELD",NA,0
"18","DOM",NA,0
"19","IKO",NA,0
"20","EMN",NA,0
"21","JOU",NA,0
"22","DKA",NA,0
"23","RTR",NA,0
"24","AER",NA,0
"25","WAR",NA,0
"26","WWK",NA,0
"27","LRW",NA,0
"28","MH1",NA,0
"29","THS",NA,0
"30","STX",NA,0
"31","M12",NA,0
"32","XLN",NA,0
"33","M19",NA,0
"34","M11",NA,0
"35","ROE",NA,0
"36","M15",NA,0
"37","RAV",NA,0
"38","MOR",NA,0
"39","SOI",NA,0
"40","FUT",NA,0
"41","DGM",NA,0
"42","PLC",NA,0
"43","MBS",NA,0
"44","GRN",NA,0
"45","M21",NA,0
"46","WTH",NA,0
"47","BFZ",NA,0
"48","DIS",NA,0
"49","MRD",NA,0
"50","TSP",NA,0
"51","GPT",NA,0
"52","ISD",NA,0
"53","KTK",NA,0
"54","BOK",NA,0
"55","SHM",NA,0
"56","ULG",NA,0
"57","CMD",NA,0
"58","AVR",NA,0
"59","M10",NA,0
"60","AKH",NA,0
"61","ICE",NA,0
"62","USG",NA,0
"63","GTC",NA,0
"64","ATQ",NA,0
"65","DTK",NA,0
"66","LEA",NA,0
"67","ALL",NA,0
"68","KHM",NA,0
"69","BNG",NA,0
"70","FRF",NA,0
"71","TOR",NA,0
"72","TMP",NA,0
"73","M13",NA,0
"74","ORI",NA,0
