"","SetName","Winrate","Presence"
"1","LEA",NA,0
"2","ONS",NA,0
"3","DIS",NA,0
"4","ZEN",NA,0
"5","GPT",NA,0
"6","MH1",NA,0
"7","KTK",NA,0
"8","RAV",NA,0
"9","SHM",NA,0
"10","AKH",NA,0
"11","CON",NA,0
"12","ZNR",NA,0
"13","JUD",NA,0
"14","NPH",NA,0
"15","IKO",NA,0
"16","WAR",NA,0
"17","M21",NA,0
"18","KLD",NA,0
"19","AER",NA,0
"20","RNA",NA,0
"21","INV",NA,0
"22","WWK",NA,0
"23","ISD",NA,0
"24","AVR",NA,0
"25","CSP",NA,0
"26","5DN",NA,0
"27","THB",NA,0
"28","LRW",NA,0
"29","RTR",NA,0
"30","KHM",NA,0
"31","BFZ",NA,0
"32","FUT",NA,0
"33","DTK",NA,0
"34","STH",NA,0
"35","ATQ",NA,0
"36","STX",NA,0
"37","ROE",NA,0
"38","ELD",NA,0
"39","M10",NA,0
"40","M15",NA,0
"41","ICE",NA,0
"42","OGW",NA,0
"43","MRD",NA,0
"44","ULG",NA,0
"45","DKA",NA,0
"46","GRN",NA,0
"47","XLN",NA,0
"48","WTH",NA,0
"49","MOR",NA,0
"50","ORI",NA,0
"51","DOM",NA,0
"52","ARB",NA,0
"53","DRK",NA,0
"54","GTC",NA,0
"55","ALL",NA,0
"56","M11",NA,0
"57","FRF",NA,0
"58","HOU",NA,0
"59","CHK",NA,0
"60","TSP",NA,0
"61","DST",NA,0
"62","SOM",NA,0
"63","ALA",NA,0
"64","M20",NA,0
"65","PLC",NA,0
"66","SOI",NA,0
"67","MBS",NA,0
"68","EVE",NA,0
"69","EMN",NA,0
"70","NEM",NA,0
"71","THS",NA,0
"72","JOU",NA,0
"73","M13",NA,0
"74","LEG",NA,0
"75","M12",NA,0
"76","ARN",NA,0
"77","P02",NA,0
"78","CMD",NA,0
"79","SOK",NA,0
"80","DGM",NA,0
"81","PLS",NA,0
"82","M19",NA,0
"83","TMP",NA,0
"84","MIR",NA,0
"85","ODY",NA,0
"86","APC",NA,0
"87","BOK",NA,0
