"","Artist","NoCopies","Winrate"
"1","Christopher Rush",688,0.641
"2","Rob Alexander",537,0.657
"3","Mark Poole",486,0.652
"4","Steven Belledin",388,0.655
"5","Greg Staples",380,0.657
"6","Douglas Shuler",379,0.661
"7","Anson Maddocks",375,0.657
"8","Kaja Foglio",345,0.654
"9","John Avon",313,0.665
"10","Dan Scott",292,0.665
"11","Marc Simonetti",280,0.647
"12","Svetlin Velinov",262,0.657
"13","Alex Horley-Orlandelli",214,0.66
"14","Irina Nordsol",211,0.655
"15","Jesper Myrfors",210,0.636
"16","Craig J Spearing",205,0.643
"17","Raoul Vitale",203,0.649
"18","Dave Allsop",197,0.644
"19","Yeong-Hao Han",195,0.654
"20","Jonas De Ro",191,0.657
"21","Rebecca Guay",184,0.641
"22","Bastien L. Deharme",170,0.666
"23","Mark Tedin",160,0.637
"24","Matt Stewart",157,0.658
"25","Terese Nielsen",151,0.619
"26","Dan Frazier",144,0.664
"27","Vance Kovacs",140,0.654
"28","Slawomir Maniak",137,0.674
"29","Lawrence Snelly",137,0.67
"30","Evyn Fong",132,0.651
"31","Filip Burburan",131,0.651
"32","Colin Boyer",129,0.664
"33","Ben Thompson",122,0.674
"34","Thomas M. Baxa",121,0.651
"35","Anthony S. Waters",116,0.653
"36","Kev Walker",115,0.61
"37","Ron Spencer",113,0.635
"38","Mike Ploog",106,0.686
"39","David Gaillet",102,0.672
"40","Daarken",102,0.602
"41","Goran Josic",100,0.643
"42","Allen Williams",100,0.628
"43","Johannes Voss",95,0.686
"44","Greg Hildebrandt",94,0.65
"45","YW Tang",89,0.669
"46","Mathias Kollros",89,0.633
"47","Eytan Zana",86,0.655
"48","Pete Venters",83,0.62
"49","Franz Vohwinkel",81,0.661
"50","Ben Wootten",81,0.63
"51","Ron Spears",80,0.622
"52","Joseph Meehan",78,0.638
"53","Anastasia Ovchinnikova",77,0.686
"54","Vincent Proce",76,0.581
"55","Justine Cruz",74,0.661
"56","Zoltan Boros",74,0.619
"57","Glen Angus",74,0.629
"58","Gabor Szikszai",72,0.674
"59","Dany Orizio",72,0.566
"60","Dave Kendall",71,0.623
"61","Martina Fackova",70,0.652
"62","Paolo Parente",69,0.587
"63","James Paick",68,0.645
"64","Lindsey Look",68,0.652
"65","Massimilano Frezzato",68,0.58
"66","Eric Fortune",67,0.632
"67","Raymond Swanland",63,0.659
"68","Daniel Ljunggren",61,0.656
"69","James Wong",61,0.568
"70","Kieran Yanner",59,0.571
"71","Winona Nelson",56,0.621
"72","Mike Raabe",55,0.646
"73","Tia Masic",55,0.637
"74","Doug Chaffee",53,0.634
"75","Brian Despain",52,0.663
"76","Tom Wänerstrand",51,0.644
"77","Sandra Everingham",50,0.655
"78","Randy Gallegos",49,0.664
"79","Magali Villeneuve",47,0.63
"80","Ilse Gort",44,0.582
"81","Jeremy Jarvis",41,0.623
"82","Christopher Moeller",40,0.609
