"","CardNames","DeckCount","Winrate95Min"
"1","Unexpected Fangs",15,63.4
"2","Suffocating Fumes",30,62.1
"3","Duress",53,62
"4","Chainer's Edict",54,62
"5","Hydroblast",41,61.1
"6","Electrickery",39,60.8
"7","Dust to Dust",47,60.7
"8","Pyroblast",73,60.6
"9","Gorilla Shaman",62,60.4
"10","Echoing Truth",30,60.3
"11","Relic of Progenitus",51,60.3
"12","Patrician's Scorn",12,60.2
"13","Stormbound Geist",21,60
"14","Krark-Clan Shaman",48,59.9
"15","Nihil Spellbomb",21,59
"16","Red Elemental Blast",49,59
"17","Dispel",39,58.9
"18","Circle of Protection: Green",2,58.6
"19","Negate",19,58.5
"20","Revoke Existence",13,58.1
"21","Spell Pierce",22,58
"22","Blue Elemental Blast",56,58
"23","Thorn of the Black Rose",8,57.4
"24","Fiery Cannonade",44,57.1
"25","Okiba-Gang Shinobi",10,56.9
"26","Stonehorn Dignitary",13,56.8
"27","Lone Missionary",16,55.6
"28","Annul",16,55.4
"29","Leave No Trace",23,55.3
"30","Introduction to Prophecy",9,54.9
"31","Flaring Pain",30,54.8
"32","Smash to Smithereens",15,53.7
"33","Reaping the Graves",11,53.5
"34","Shenanigans",8,53
"35","Scattershot",4,52.8
"36","Parapet",6,52.4
"37","Standard Bearer",23,52.4
"38","Abrade",6,51.6
"39","Nature's Chant",5,51.3
"40","Masked Vandal",5,50.9
"41","Nature's Claim",5,50.7
"42","Weather the Storm",15,50.2
"43","Beetleback Chief",2,50.1
"44","Nameless Inversion",2,50.1
"45","Sylvok Lifestaff",2,50.1
"46","Last Breath",6,50.1
"47","Curfew",6,50.1
"48","Gut Shot",29,50.1
"49","Pyromatics",4,50
"50","Makeshift Munitions",4,50
