"","CardNames","DeckCount","Winrate95Min"
"1","Brainstorm",34,62.8
"2","Evolving Wilds",33,62.5
"3","Electrickery",10,62.3
"4","Augur of Bolas",33,62.1
"5","Ash Barrens",65,61.9
"6","Cast Down",28,61.8
"7","Snuff Out",28,61.8
"8","Ice Tunnel",28,61.8
"9","Swamp",59,61.8
"10","Suffocating Fumes",27,61.6
"11","Gurmag Angler",53,61.6
"12","Great Furnace",70,61.5
"13","Thorn of the Black Rose",30,61.4
"14","Boros Garrison",31,61.3
"15","Snow-Covered Island",31,61.3
"16","Preordain",55,60.9
"17","Counterspell",55,60.9
"18","Experimental Synthesizer",65,60.9
"19","Echoing Decay",25,60.8
"20","Chromatic Star",51,60.7
"21","Mountain",60,60.7
"22","Deadly Dispute",54,60.6
"23","Lightning Bolt",58,60.6
"24","Snow-Covered Swamp",14,60.5
"25","Faerie Seer",38,60.5
"26","Makeshift Munitions",64,60.5
"27","Ichor Wellspring",72,60.4
"28","Faithless Looting",21,60.3
"29","Ninja of the Deep Hours",38,60.3
"30","Thraben Inspector",38,60.3
"31","Vault of Whispers",48,60.3
"32","Galvanic Blast",70,60.3
"33","Spellstutter Sprite",39,60.2
"34","Drossforge Bridge",52,60.2
"35","Agony Warp",9,59.8
"36","Reckoner's Bargain",32,59.7
"37","Seeker of the Way",32,59.6
"38","Devour Flesh",12,59.4
"39","Dispel",25,59.4
"40","Journey to Nowhere",14,59.3
"41","Plains",59,59
"42","Ancient Den",27,58.9
"43","Mistvault Bridge",30,58.8
"44","Blood Fountain",34,58.8
"45","Frogmite",33,58.7
"46","Myr Enforcer",33,58.7
"47","Glint Hawk",30,58.5
"48","Kor Skyfisher",28,58.3
"49","Rally the Peasants",20,58.2
"50","Trinket Mage",15,58.1
