"","CardNames","DeckCount","WinrateAverage"
"1","Ichor Wellspring",72,64.7
"2","Galvanic Blast",70,64.7
"3","Great Furnace",70,65.8
"4","Ash Barrens",65,66.4
"5","Experimental Synthesizer",65,65.4
"6","Makeshift Munitions",64,65
"7","Mountain",60,65.4
"8","Swamp",59,66.4
"9","Plains",59,63.9
"10","Lightning Bolt",58,65.4
"11","Preordain",55,65.8
"12","Counterspell",55,65.8
"13","Deadly Dispute",54,65.5
"14","Gurmag Angler",53,66.6
"15","Drossforge Bridge",52,65.2
"16","Chromatic Star",51,65.7
"17","Vault of Whispers",48,65.4
"18","Spellstutter Sprite",39,66.1
"19","Faerie Seer",38,66.4
"20","Ninja of the Deep Hours",38,66.3
"21","Thraben Inspector",38,66.2
"22","Brainstorm",34,68.9
"23","Silverbluff Bridge",34,64.1
"24","Blood Fountain",34,65.1
"25","Augur of Bolas",33,68.3
"26","Evolving Wilds",33,68.8
"27","Frogmite",33,65
"28","Myr Enforcer",33,65
"29","Seeker of the Way",32,66.1
"30","Reckoner's Bargain",32,66.1
"31","Snow-Covered Island",31,67.7
"32","Boros Garrison",31,67.8
"33","Forest",31,57.6
"34","Thorn of the Black Rose",30,68
"35","Glint Hawk",30,65.3
"36","Island",30,63.2
"37","Mistvault Bridge",30,65.5
"38","Cast Down",28,68.6
"39","Snuff Out",28,68.6
"40","Ice Tunnel",28,68.6
"41","Kor Skyfisher",28,65.3
"42","Seat of the Synod",28,64.5
"43","Suffocating Fumes",27,68.5
"44","Ancient Den",27,66
"45","Kuldotha Rebirth",26,64.3
"46","Krark-Clan Shaman",26,65.1
"47","Thoughtcast",26,64.7
"48","Dispel",25,66.9
"49","Echoing Decay",25,68.2
"50","Wind-Scarred Crag",24,65.5
