"","CardNames","DeckCount","Winrate95Min"
"1","Emrakul, the Promised End",51,70.8
"2","Endurance",126,70.1
"3","Magus of the Moon",79,69.9
"4","Force of Vigor",118,69.7
"5","Yorion, Sky Nomad",46,69.6
"6","Dovin's Veto",29,69.2
"7","Veil of Summer",66,69.1
"8","Mystical Dispute",114,69
"9","Chalice of the Void",72,68.9
"10","Fury",43,68.8
"11","Relic of Progenitus",89,68.6
"12","Engineered Explosives",99,68.3
"13","Boseiju, Who Endures",50,68.1
"14","Subtlety",73,67.8
"15","Meddling Mage",43,67.6
"16","Knight of Autumn",22,67.4
"17","Flusterstorm",60,66.8
"18","Foundation Breaker",31,66.6
"19","Leyline of Sanctity",30,66.5
"20","Supreme Verdict",17,65.8
"21","Pithing Needle",52,65.8
"22","Bojuka Bog",7,65.7
"23","Jace, the Mind Sculptor",31,64.8
"24","Dress Down",52,64.8
"25","Tormod's Crypt",21,64.7
"26","Cavern of Souls",15,64.5
"27","Unlicensed Hearse",18,64.4
"28","Celestial Purge",8,64.2
"29","Thoughtseize",31,64.2
"30","Alpine Moon",29,64.2
"31","Leyline of the Void",19,64
"32","Blood Moon",35,63.9
"33","Cultivator Colossus",4,63.6
"34","Necroplasm",7,63.6
"35","Grafdigger's Cage",12,63.5
"36","Soul-Guide Lantern",30,63.5
"37","Ensnaring Bridge",19,63.3
"38","Sanctifier en-Vec",26,62.9
"39","Crime // Punishment",31,62.9
"40","Necromentia",30,62.8
"41","Path to Exile",30,62.8
"42","Teferi, Time Raveler",20,62.4
"43","Spell Pierce",30,62.3
"44","Lavinia, Azorius Renegade",19,62.2
"45","Outland Liberator",25,62.2
"46","Liquimetal Coating",16,61.8
"47","Walking Ballista",16,61.8
"48","March of Otherworldly Light",21,61.4
"49","Summary Dismissal",6,61.2
"50","Spreading Seas",6,61.1
