"","SetCode","NoCopies","Winrate"
"1","MH2",3755,0.72
"2","MH1",1744,0.726
"3","ZEN",1554,0.719
"4","LEA",1505,0.715
"5","ONS",1082,0.722
"6","NEO",781,0.723
"7","ELD",624,0.723
"8","WAR",552,0.729
"9","RAV",512,0.723
"10","GPT",502,0.729
"11","DIS",489,0.728
"12","KLD",480,0.718
"13","WWK",471,0.715
"14","FUT",412,0.726
"15","M20",378,0.722
"16","ARB",363,0.724
"17","ICE",345,0.74
"18","AVR",344,0.735
"19","ZNR",336,0.721
"20","TSP",316,0.72
"21","STX",299,0.721
"22","MRD",296,0.717
"23","EMN",281,0.736
"24","SOM",275,0.706
"25","LRW",273,0.703
"26","5DN",263,0.721
"27","DKA",260,0.715
"28","MID",257,0.719
"29","THB",247,0.706
"30","PLS",230,0.726
"31","ATQ",230,0.716
"32","IKO",214,0.726
"33","M11",214,0.717
"34","CSP",213,0.71
"35","NPH",209,0.701
"36","ALA",189,0.725
"37","PC2",188,0.736
"38","M21",170,0.713
"39","AKH",164,0.722
"40","CHK",161,0.714
"41","AFR",147,0.707
"42","ROE",147,0.68
"43","OGW",138,0.735
"44","HOU",136,0.733
"45","AER",135,0.695
"46","CMD",134,0.711
"47","KTK",127,0.7
"48","RTR",120,0.713
"49","SHM",119,0.723
"50","RNA",111,0.708
"51","PLC",110,0.714
"52","MIR",109,0.726
"53","APC",105,0.75
"54","DST",101,0.709
"55","DRK",99,0.711
"56","MBS",96,0.695
"57","GTC",91,0.701
"58","CON",88,0.713
"59","ISD",76,0.703
"60","JOU",72,0.705
"61","SOK",68,0.707
"62","DOM",60,0.702
"63","EVE",51,0.717
"64","VOW",50,0.741
"65","INV",49,0.742
"66","GRN",48,0.719
"67","STH",45,0.711
"68","M19",42,0.706
"69","ULG",40,0.755
"70","SOI",39,0.696
"71","BFZ",33,0.709
"72","XLN",28,0.753
"73","DGM",27,0.738
"74","DTK",21,0.675
"75","MOR",21,0.675
"76","M13",19,0.705
"77","C14",17,0.774
"78","FRF",17,0.691
"79","M15",15,0.74
"80","TMP",15,0.681
"81","M10",13,0.755
"82","JUD",13,0.68
"83","WTH",13,0.704
"84","ARN",12,0.69
"85","ORI",12,0.654
"86","TOR",8,0.636
"87","NEM",7,0.722
"88","THS",7,0.727
"89","PTK",4,0.75
"90","M12",4,0.875
"91","LEG",3,0.636
"92","KHM",2,0.733
"93","BOK",2,0.714
"94","SCG",1,0.714
"95","CN2",1,0.571
