"","CardNames","DeckCount","WinrateAverage"
"1","Kolvori, God of Kinship",1,100
"2","Caprichrome",1,100
"3","Zabaz, the Glimmerwasp",1,100
"4","Soul Snare",1,100
"5","Bounding Wolf",1,92.3
"6","Covert Cutpurse",1,92.3
"7","Deathbonnet Sprout",1,92.3
"8","Hound Tamer",1,92.3
"9","Tainted Adversary",1,92.3
"10","Nullpriest of Oblivion",2,91.7
"11","Living Tempest",1,91.7
"12","Lullmage's Familiar",1,91.7
"13","Adventure Awaits",1,91.7
"14","Inscription of Insight",1,91.7
"15","Anticognition",1,91.7
"16","Deliberate",1,91.7
"17","Guul Draz Mucklord",1,91.7
"18","Bloodchief's Thirst",1,91.7
"19","Cleric of Life's Bond",1,91.7
"20","Kor Celebrant",1,91.7
"21","Makindi Stampede",1,91.7
"22","Moritte of the Frost",1,91.7
"23","Shepherd of the Cosmos",1,91.7
"24","Dream Devourer",1,91.7
"25","Hailstorm Valkyrie",1,91.7
"26","Haunting Voyage",1,91.7
"27","Faceless Haven",1,91.7
"28","Retriever Phoenix",1,91.7
"29","Culmination of Studies",1,91.7
"30","Tempted by the Oriq",1,91.7
"31","Frostboil Snarl",1,91.7
"32","Mila, Crafty Companion",1,91.7
"33","Draconic Intervention",1,91.7
"34","Dream Strix",1,91.7
"35","Brainstone",1,91.7
"36","Faithful Mending",1,91.7
"37","Secrets of the Key",1,91.7
"38","Deserted Beach",1,91.7
"39","Rootless Yew",2,91.3
"40","The World Tree",2,91.3
"41","Hobbling Zombie",2,91.3
"42","Arcbound Shikari",2,90.9
"43","Arcbound Tracker",2,90.9
"44","Slag Strider",2,90.9
"45","Sungold Barrage",2,90.9
"46","Aeon Chronicler",1,90.9
"47","Bonded Fetch",1,90.9
"48","Feldon of the Third Path",1,90.9
"49","Gossamer Phantasm",1,90.9
"50","Jhoira of the Ghitu",1,90.9
