"","SetCode","NoCopies","Winrate"
"1","LEA",2681,0.675
"2","MH2",2390,0.681
"3","TMP",1767,0.683
"4","ICE",1609,0.684
"5","ZEN",1006,0.684
"6","LRW",978,0.681
"7","ONS",949,0.687
"8","CLB",811,0.673
"9","MRD",780,0.682
"10","ALL",778,0.686
"11","MH1",695,0.683
"12","STX",624,0.69
"13","NEO",617,0.677
"14","AVR",560,0.665
"15","ELD",551,0.693
"16","USG",520,0.682
"17","ZNR",505,0.677
"18","NEM",497,0.691
"19","CSP",455,0.707
"20","LEB",414,0.687
"21","EXO",412,0.68
"22","NPH",403,0.683
"23","ISD",379,0.692
"24","MMQ",365,0.684
"25","GPT",354,0.695
"26","DKA",292,0.684
"27","SHM",279,0.683
"28","FUT",253,0.677
"29","AER",243,0.685
"30","THB",209,0.68
"31","CN2",188,0.671
"32","M20",187,0.679
"33","WWK",186,0.674
"34","LEG",183,0.682
"35","SOM",182,0.68
"36","BRO",174,0.677
"37","PLC",162,0.659
"38","PC2",160,0.661
"39","BOK",142,0.686
"40","TOR",125,0.688
"41","WTH",122,0.677
"42","ULG",117,0.655
"43","STH",109,0.698
"44","WAR",98,0.695
"45","MIR",97,0.707
"46","DMU",96,0.669
"47","RAV",95,0.674
"48","C13",94,0.679
"49","ODY",93,0.644
"50","DST",88,0.667
"51","JUD",86,0.691
"52","TSP",75,0.667
"53","CMR",72,0.651
"54","CMD",68,0.661
"55","SCG",61,0.674
"56","HOU",60,0.7
"57","ROE",59,0.648
"58","SOK",55,0.694
"59","SNC",54,0.669
"60","MBS",53,0.653
"61","DRK",50,0.721
"62","ALA",49,0.708
"63","AFR",47,0.663
"64","VIS",46,0.638
"65","IKO",45,0.637
"66","RTR",43,0.682
"67","ATQ",41,0.67
"68","M11",40,0.615
"69","GTC",39,0.662
"70","M13",38,0.62
"71","POR",35,0.685
"72","EVE",35,0.652
"73","JMP",34,0.653
"74","5DN",34,0.658
"75","EMN",33,0.678
"76","PLS",32,0.692
"77","C18",29,0.678
"78","GRN",29,0.679
"79","M10",27,0.705
"80","DOM",27,0.692
"81","MOR",25,0.638
"82","NEC",23,0.725
"83","CON",21,0.667
"84","MID",20,0.68
"85","DIS",20,0.709
"86","BNG",20,0.69
"87","CHK",20,0.605
"88","M15",18,0.628
"89","FEM",17,0.643
"90","M12",16,0.609
"91","M21",16,0.723
"92","M14",12,0.661
"93","CNS",11,0.656
"94","M19",10,0.727
"95","C19",9,0.658
"96","AFC",9,0.74
"97","KHM",7,0.615
"98","BFZ",7,0.6
"99","KTK",6,0.75
"100","THS",6,0.605
"101","BBD",6,0.6
"102","DTK",4,0.625
"103","FRF",4,0.583
"104","PTK",2,0.889
"105","ORI",2,0.75
"106","AKH",2,0.7
"107","C21",2,0.615
"108","KLD",2,0.643
"109","ARN",2,0.667
"110","XLN",2,0.75
"111","RNA",2,0.5
