"","CardNames","DeckCount","WinrateAverage"
"1","Force of Will",187,68.8
"2","Brainstorm",184,68.7
"3","Ponder",173,68.7
"4","Misty Rainforest",165,68.7
"5","Polluted Delta",163,68.8
"6","Scalding Tarn",161,68.9
"7","Lotus Petal",157,68
"8","Flooded Strand",152,69.1
"9","Wasteland",138,69.2
"10","Island",132,68.9
"11","Daze",132,69.9
"12","Volcanic Island",131,68.7
"13","Ancient Tomb",123,67.8
"14","Karakas",113,68
"15","City of Traitors",109,67.7
"16","Mystic Sanctuary",108,69.4
"17","Expressive Iteration",107,69.3
"18","Mishra's Bauble",104,70.8
"19","Underground Sea",102,69.3
"20","Chrome Mox",102,67.6
"21","Murktide Regent",100,70.6
"22","Lightning Bolt",100,70.5
"23","Swords to Plowshares",97,66.5
"24","Cavern of Souls",97,68.5
"25","Eiganjo, Seat of the Empire",91,68.1
"26","Delver of Secrets",85,70.7
"27","Seasoned Dungeoneer",84,68.2
"28","Plains",84,67.4
"29","White Plume Adventurer",83,68
"30","Brazen Borrower",83,70.5
"31","Dragon's Rage Channeler",82,70.8
"32","Solitude",80,68.2
"33","Touch the Spirit Realm",80,67.6
"34","Palace Jailer",75,67.7
"35","Pyroblast",68,70.1
"36","Emeria's Call",62,68.3
"37","Steam Vents",61,70.8
"38","Thoughtseize",60,68
"39","Snuff Out",59,69.5
"40","Snow-Covered Island",58,67.3
"41","Urza's Saga",57,69.1
"42","Elite Spellbinder",52,68.4
"43","Tundra",49,66
"44","Dark Ritual",49,68.6
"45","Archon of Emeria",47,68.3
"46","Marsh Flats",45,67
"47","Once Upon a Time",44,67.9
"48","Unholy Heat",44,69.8
"49","Mox Opal",43,69.1
"50","Swamp",43,66.5
