"","CardNames","DeckCount","WinrateAverage"
"1","Mox Sapphire",2661,64.2
"2","Black Lotus",2590,64.3
"3","Mental Misstep",2378,64.4
"4","Mox Jet",2298,64.3
"5","Force of Will",2211,64.3
"6","Ancestral Recall",2051,64.3
"7","Mox Emerald",2016,64.1
"8","Time Walk",2000,64.3
"9","Gitaxian Probe",1999,64.2
"10","Brainstorm",1912,64.5
"11","Mox Ruby",1902,63.9
"12","Ponder",1847,64.6
"13","Flusterstorm",1839,64.4
"14","Misty Rainforest",1776,64.6
"15","Mox Pearl",1713,64.2
"16","Strip Mine",1674,63.9
"17","Wasteland",1622,64
"18","Force of Negation",1501,64
"19","Polluted Delta",1460,64.7
"20","Scalding Tarn",1459,64.8
"21","Dig Through Time",1413,64.8
"22","Flooded Strand",1374,64.9
"23","Narset, Parter of Veils",1367,64.2
"24","Preordain",1353,65
"25","Underground Sea",1325,65
"26","Demonic Tutor",1300,65
"27","Gush",1256,65.1
"28","Mana Crypt",1168,63.9
"29","Sol Ring",1143,63.8
"30","Island",1088,64.6
"31","Treasure Cruise",1054,64
"32","Merchant Scroll",966,64.7
"33","Tolarian Academy",966,63.7
"34","Daze",952,65.4
"35","Vampiric Tutor",843,65.7
"36","Volcanic Island",842,63.7
"37","Chalice of the Void",832,64.3
"38","Tropical Island",792,64.1
"39","Pyroblast",786,63.8
"40","Oko, Thief of Crowns",723,64.4
"41","Mystic Sanctuary",700,64.9
"42","Mystical Tutor",669,65.2
"43","Tinker",637,63.7
"44","Deathrite Shaman",603,63.9
"45","Dack Fayden",600,63.6
"46","Thorn of Amethyst",587,64.2
"47","Ancient Tomb",587,63.8
"48","Trinisphere",586,63.9
"49","Urza's Saga",580,62.5
"50","Tundra",579,65
