"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Dredge,Bant Midrange - Dimir Shadow,Unknown - Bant Midrange,Unknown - Dredge - Bant Midrange,Unknown - Dredge - Bant Midrange
"Tiers 1.5",Mono Green Control - Bant Midrange - Temur Midrange - Thalia Stompy - UBRG Midrange,Sultai Shadow - Unknown - Thalia Stompy - Izzet Murktide - Temur Midrange - Mono Green Control - Dredge - Mono White Taxes - Azorius Control,Dredge - Thalia Stompy - Temur Midrange - Mono Green Control - Dimir Shadow - Mono White Taxes - UBRG Midrange,Mono Green Control - Temur Midrange - Thalia Stompy - Dimir Shadow,Mono Green Control - Temur Midrange - Thalia Stompy - Dimir Shadow
"Tiers 2",Mono White Taxes - Dimir Shadow - Grixis Saga - Sultai Midrange - Jeskai Murktide - Izzet Saga - Izzet Murktide - Azorius Control - Sultai Shadow - Humans - Merfolk,Humans - Grixis Saga - Sultai Midrange - UBRG Midrange - Jeskai Murktide - Izzet Saga,Grixis Saga - Izzet Murktide - Sultai Shadow - Sultai Midrange - Azorius Control - Jeskai Murktide - Izzet Saga,Mono White Taxes - UBRG Midrange - Grixis Saga - Sultai Shadow - Izzet Murktide - Azorius Control - Sultai Midrange - Jeskai Murktide - Humans - Izzet Saga,Mono White Taxes - UBRG Midrange - Grixis Saga - Sultai Shadow - Izzet Murktide - Azorius Control - Sultai Midrange - Jeskai Murktide - Humans - Izzet Saga
"Tiers 2.5",,Merfolk,Humans - Merfolk,Merfolk,Merfolk
