"","SetCode","NoCopies","Winrate"
"1","MH2",3304,0.702
"2","LEA",1468,0.704
"3","MH1",1295,0.696
"4","ZEN",1198,0.706
"5","ONS",995,0.708
"6","ELD",624,0.709
"7","WWK",538,0.707
"8","5DN",516,0.701
"9","RAV",481,0.701
"10","ZNR",469,0.715
"11","WAR",445,0.704
"12","LRW",440,0.709
"13","STX",437,0.711
"14","GPT",407,0.702
"15","DIS",393,0.7
"16","KLD",392,0.701
"17","CSP",347,0.717
"18","IKO",346,0.711
"19","SOM",333,0.708
"20","MID",314,0.705
"21","FUT",275,0.703
"22","THB",266,0.704
"23","M20",260,0.709
"24","ICE",234,0.704
"25","MRD",225,0.711
"26","NPH",214,0.689
"27","AVR",203,0.688
"28","EMN",199,0.711
"29","DRK",194,0.698
"30","ROE",188,0.708
"31","M11",181,0.707
"32","RTR",171,0.716
"33","TSP",154,0.702
"34","ATQ",153,0.698
"35","SHM",145,0.699
"36","AFR",139,0.714
"37","CMD",138,0.695
"38","MBS",126,0.686
"39","ARB",122,0.698
"40","DKA",122,0.681
"41","ALA",119,0.693
"42","CHK",117,0.699
"43","DOM",100,0.709
"44","CON",97,0.712
"45","AER",92,0.71
"46","DTK",88,0.727
"47","PLS",87,0.733
"48","ISD",85,0.697
"49","M21",77,0.705
"50","SOK",75,0.717
"51","KTK",75,0.676
"52","OGW",68,0.687
"53","AKH",66,0.679
"54","RNA",64,0.672
"55","PC2",60,0.71
"56","SOI",60,0.701
"57","DST",59,0.698
"58","HOU",58,0.689
"59","APC",50,0.695
"60","VOW",50,0.668
"61","JOU",49,0.699
"62","PLC",46,0.711
"63","MOR",43,0.717
"64","DGM",41,0.688
"65","TMP",40,0.703
"66","GRN",39,0.741
"67","GTC",39,0.695
"68","M10",36,0.7
"69","MIR",34,0.682
"70","XLN",33,0.726
"71","ARN",32,0.714
"72","WTH",31,0.702
"73","EVE",29,0.688
"74","JUD",28,0.679
"75","NEM",28,0.693
"76","BFZ",23,0.713
"77","M12",20,0.727
"78","M15",20,0.685
"79","ORI",18,0.68
"80","INV",18,0.75
"81","STH",16,0.727
"82","KHM",15,0.698
"83","M13",10,0.789
"84","PTK",9,0.652
"85","ALL",9,0.571
"86","ODY",8,0.6
"87","P02",6,0.667
"88","THS",6,0.667
"89","FRF",4,0.778
"90","RIX",4,0.667
"91","BOK",4,0.667
"92","SCG",4,0.625
"93","LEG",1,0.714
