"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1702,0.707
"2","Mark Poole",650,0.711
"3","Anastasia Ovchinnikova",620,0.703
"4","Christopher Rush",602,0.7
"5","John Stanko",478,0.706
"6","Chippy",425,0.713
"7","Simon Dominic",397,0.709
"8","Adam Paquette",360,0.701
"9","Ron Spears",354,0.701
"10","Jung Park",345,0.701
"11","Aleksi Briclot",340,0.709
"12","Kari Christensen",336,0.714
"13","Jason Chan",336,0.715
"14","Martina Fackova",335,0.709
"15","Eric Deschamps",334,0.705
"16","Chris Rallis",314,0.707
"17","Shelly Wan",308,0.7
"18","Philip Straub",294,0.715
"19","Titus Lunter",258,0.695
"20","John Avon",257,0.687
"21","Howard Lyon",256,0.703
"22","Alayna Danner",251,0.706
"23","Randy Vargas",245,0.694
"24","Evan Shipard",217,0.703
"25","Paul Scott Canavan",216,0.698
"26","Svetlin Velinov",216,0.707
"27","Tom Wänerstrand",200,0.698
"28","Mark Zug",196,0.703
"29","Vincent Proce",195,0.696
"30","Ryan Pancoast",194,0.715
"31","Chase Stone",193,0.703
"32","Lucas Graciano",187,0.712
"33","Raoul Vitale",187,0.701
"34","Jesper Myrfors",184,0.695
"35","Chris Rahn",184,0.68
"36","Tomasz Jedruszek",183,0.725
"37","Izzy",181,0.704
"38","Vance Kovacs",176,0.712
"39","Zezhou Chen",166,0.713
"40","Seb McKinnon",157,0.71
"41","Cyril Van Der Haegen",157,0.698
"42","Sam Burley",155,0.711
"43","Iain McCaig",155,0.708
"44","Terese Nielsen",150,0.709
"45","Dmitry Burmak",147,0.69
"46","Mike Bierek",144,0.701
"47","Anthony S. Waters",141,0.704
"48","Yeong-Hao Han",138,0.697
"49","Lake Hurwitz",138,0.703
"50","Kev Walker",138,0.699
"51","Erica Yang",135,0.696
"52","Jason Rainville",132,0.678
"53","Douglas Shuler",131,0.7
"54","Franz Vohwinkel",131,0.709
"55","Daarken",126,0.723
"56","Cliff Childs",124,0.69
"57","Jonas De Ro",118,0.701
"58","Amy Weber",117,0.696
"59","Mark Tedin",116,0.713
"60","Jean-Sébastien Rossbach",115,0.696
"61","Bastien L. Deharme",108,0.679
"62","Raymond Swanland",105,0.692
"63","Pete Venters",103,0.709
"64","Greg Hildebrandt",102,0.693
"65","Warren Mahy",101,0.689
"66","Todd Lockwood",97,0.688
"67","Matt Stewart",96,0.713
"68","Johannes Voss",95,0.695
"69","Richard Wright",90,0.703
"70","Campbell White",89,0.709
"71","Ben Thompson",85,0.71
"72","Kieran Yanner",83,0.683
"73","Dave Kendall",79,0.714
"74","Steven Belledin",78,0.686
"75","James Paick",77,0.714
"76","Steve Argyle",77,0.648
"77","Greg Staples",76,0.706
"78","Scott Murphy",76,0.673
"79","Heather Hudson",74,0.696
"80","Caio Monteiro",70,0.725
"81","Adam Rex",66,0.702
"82","Christine Choi",66,0.702
"83","Volkan Baǵa",65,0.733
"84","Fred Fields",63,0.709
"85","Richard Whitters",61,0.705
"86","DiTerlizzi",61,0.721
"87","David Martin",59,0.715
"88","Darrell Riche",56,0.688
"89","Dan Frazier",55,0.707
"90","Yongjae Choi",55,0.703
"91","Wisnu Tan",55,0.71
"92","Jeff Miracola",53,0.713
"93","Martina Pilcerova",52,0.695
"94","Jim Nelson",51,0.695
"95","Christopher Moeller",51,0.718
"96","Antonio José Manzanedo",50,0.701
"97","Anson Maddocks",49,0.694
"98","Pat Morrissey",47,0.709
"99","Cynthia Sheppard",45,0.667
"100","Karl Kopinski",44,0.691
"101","Justin Murray",43,0.73
"102","Victor Adame Minguez",43,0.659
"103","Nicholas Gregory",41,0.67
"104","John Matson",39,0.686
"105","Craig J Spearing",37,0.69
"106","Stephen Tappin",36,0.733
"107","Mark Winters",36,0.682
"108","Zoltan Boros",35,0.716
"109","Jason Felix",35,0.731
"110","Sidharth Chaturvedi",34,0.694
"111","Lars Grant-West",34,0.667
"112","Jesper Ejsing",33,0.753
"113","Randy Gallegos",33,0.72
"114","Johann Bodin",33,0.733
"115","Wayne England",32,0.71
"116","Michael Sutfin",32,0.681
"117","Nicholas Elias",31,0.753
"118","Jaime Jones",30,0.716
"119","Filip Burburan",30,0.696
"120","David Palumbo",30,0.727
"121","Chris Cold",29,0.744
"122","Dimitar Marinski",28,0.736
"123","Deruchenko Alexander",28,0.667
"124","Lucas Staniec",27,0.733
"125","Brom",27,0.708
"126","Lie Setiawan",27,0.726
"127","Khang Le",26,0.677
"128","Iris Compiet",25,0.716
"129","Noah Bradley",25,0.699
"130","Michael Komarck",25,0.68
"131","Dan Scott",25,0.726
"132","Bryan Sola",24,0.704
"133","Edward P. Beard, Jr.",24,0.729
"134","Heonhwa Choe",24,0.688
"135","Wayne Reynolds",23,0.692
"136","Daniel Ljunggren",22,0.699
"137","Austin Hsu",21,0.649
"138","Zoltan Boros & Gabor Szikszai",20,0.682
"139","Tomas Giorello",19,0.728
"140","Richard Kane Ferguson",17,0.611
"141","Drew Tucker",16,0.788
"142","Ilse Gort",16,0.788
"143","Eric Fortune",16,0.667
"144","Alexander Forssberg",16,0.719
"145","Dominick Domingo",16,0.607
"146","Zack Stella",15,0.684
"147","Nils Hamm",15,0.716
"148","Charles Urbach",14,0.755
"149","Thomas M. Baxa",14,0.672
"150","Chuck Lukacs",14,0.699
"151","Grzegorz Rutkowski",14,0.677
"152","Magali Villeneuve",14,0.676
"153","Jana Schirmer & Johannes Voss",13,0.645
"154","rk post",13,0.571
"155","Johan Grenier",12,0.767
"156","Scott M. Fischer",12,0.793
"157","Mitchell Malloy",11,0.75
"158","Livia Prima",11,0.743
"159","Ron Spencer",11,0.595
"160","Matt Cavotta",10,0.778
"161","Hideaki Takamura",10,0.694
"162","Sarah Finnigan",10,0.68
"163","Brian Snõddy",10,0.645
"164","Mark A. Nelson",9,0.76
"165","Mitsuaki Sagiri",9,0.652
"166","Willian Murai",9,0.652
"167","Viktor Titov",9,0.591
"168","Luca Zontini",8,0.778
"169","Alex Horley-Orlandelli",8,0.778
"170","Rebecca Guay",8,0.721
"171","Lius Lasahido",8,0.656
"172","Chris Ostrowski",7,0.688
"173","Ralph Horsley",7,0.696
"174","Donato Giancola",7,0.656
"175","Steve Prescott",7,0.646
"176","Milivoj Ćeran",7,0.6
"177","Omar Rayyan",7,0.571
"178","Melissa A. Benson",6,0.8
"179","Jeremy Jarvis",6,0.7
"180","Jason A. Engle",6,0.7
"181","Ryan Yee",6,0.737
"182","John Howe",6,0.667
"183","Brandon Kitkouski",6,0.667
"184","Phil Foglio",6,0.667
"185","Marta Nael",6,0.647
"186","Sam Wood",5,0.778
