"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",107,68.7
"2","Lurrus of the Dream-Den",68,68.5
"3","Engineered Explosives",125,67.2
"4","Kaheera, the Orphanguard",30,67.1
"5","Fury",25,66.9
"6","Chalice of the Void",51,66.7
"7","Leyline of Sanctity",23,66.6
"8","Pithing Needle",49,66.5
"9","Dress Down",52,66.5
"10","Kolaghan's Command",28,66.4
"11","Collective Brutality",13,66.3
"12","Celestial Purge",24,66.3
"13","Spell Pierce",31,66.2
"14","Nihil Spellbomb",51,66.2
"15","Thoughtseize",43,66.1
"16","Subtlety",21,66
"17","Alpine Moon",64,66
"18","Aether Gust",11,65.9
"19","Terminate",28,65.8
"20","Force of Negation",55,65.8
"21","Relic of Progenitus",59,65.8
"22","Flusterstorm",68,65.8
"23","Rest in Peace",34,65.7
"24","Jace, the Mind Sculptor",39,65.7
"25","Blood Moon",55,65.6
"26","Force of Vigor",76,65.4
"27","Shark Typhoon",18,65.3
"28","Veil of Summer",38,65
"29","Dovin's Veto",24,64.7
"30","Prismatic Ending",33,64.6
"31","Void Mirror",27,64.5
"32","Endurance",69,64.2
"33","Sanctifier en-Vec",29,63.9
"34","Nature's Claim",14,63
"35","Emrakul, the Aeons Torn",18,62.7
"36","Soul-Guide Lantern",21,62.5
"37","Tormod's Crypt",21,62.3
"38","Spreading Seas",18,62.2
"39","Sunset Revelry",12,62.1
"40","Dark Confidant",3,61.9
"41","Path to Exile",26,61.8
"42","Emrakul, the Promised End",15,61.5
"43","Yorion, Sky Nomad",25,61.5
"44","Seal of Cleansing",16,61.1
"45","Tourach, Dread Cantor",15,61
"46","Lightning Helix",16,61
"47","Ghost Quarter",10,60.9
"48","Collector Ouphe",5,60.7
"49","Foundation Breaker",21,60.5
"50","Obsidian Charmaw",6,60.4
