"","CardNames","DeckCount","Winrate95Min"
"1","Scalding Tarn",127,68.6
"2","Mishra's Bauble",88,68.2
"3","Polluted Delta",82,68.1
"4","Unholy Heat",93,68.1
"5","Island",109,68
"6","Steam Vents",130,67.8
"7","Counterspell",83,67.7
"8","Expressive Iteration",99,67.5
"9","Jace, the Mind Sculptor",24,67.4
"10","Flooded Strand",110,67.4
"11","Thoughtseize",59,67.2
"12","Dragon's Rage Channeler",84,67.2
"13","Kolaghan's Command",34,67.1
"14","Lightning Bolt",117,67
"15","Misty Rainforest",120,67
"16","Blood Crypt",45,66.9
"17","Ragavan, Nimble Pilferer",96,66.9
"18","Raugrin Triome",60,66.8
"19","Archmage's Charm",60,66.8
"20","Inquisition of Kozilek",41,66.7
"21","Drown in the Loch",29,66.6
"22","Stomping Ground",64,66.6
"23","Brazen Borrower",46,66.3
"24","Watery Grave",33,66.2
"25","Bloodstained Mire",51,66.2
"26","Spirebluff Canal",55,66.2
"27","Supreme Verdict",33,66.1
"28","Consider",42,66.1
"29","Teferi, Time Raveler",64,66.1
"30","Shadowspear",46,66
"31","Breeding Pool",71,66
"32","Oboro, Palace in the Clouds",6,65.9
"33","Serum Visions",43,65.8
"34","Swamp",47,65.8
"35","Wrenn and Six",51,65.8
"36","Wooded Foothills",51,65.8
"37","Solitude",55,65.8
"38","Hallowed Fountain",63,65.8
"39","Prismatic Ending",73,65.8
"40","Murktide Regent",42,65.7
"41","Urza's Saga",64,65.7
"42","Blackcleave Cliffs",22,65.6
"43","Windswept Heath",46,65.6
"44","Spell Pierce",40,65.5
"45","Temple Garden",41,65.5
"46","Forest",66,65.5
"47","Plains",72,65.5
"48","Fiery Islet",47,65.3
"49","Force of Negation",67,65.3
"50","Kroxa, Titan of Death's Hunger",31,65.2
