"","CardNames","DeckCount","Winrate95Min"
"1","Abrade",83,72.6
"2","Duress",89,71.6
"3","Pithing Needle",226,71.4
"4","Kolaghan's Command",33,71
"5","Go Blank",93,70.5
"6","Mystical Dispute",162,70.5
"7","Rending Volley",166,70.4
"8","Extinction Event",86,70.3
"9","Damping Sphere",103,70.3
"10","Skysovereign, Consul Flagship",97,70.2
"11","Crackling Drake",16,70
"12","Woodcaller Automaton",43,70
"13","The Meathook Massacre",22,69.9
"14","Haywire Mite",67,69.9
"15","The Chain Veil",65,69.9
"16","Pestilent Cauldron",65,69.9
"17","Unlicensed Hearse",122,69.8
"18","Darksteel Citadel",55,69.7
"19","Tormod's Crypt",61,69.7
"20","The Stone Brain",70,69.7
"21","Reckoner Bankbuster",68,69.7
"22","Sorin the Mirthless",9,69.6
"23","Cityscape Leveler",66,69.6
"24","Ratchet Bomb",40,69.5
"25","Transmogrifying Wand",57,69.5
"26","Aether Gust",62,69.5
"27","Thoughtseize",38,69.4
"28","Negate",36,69.3
"29","Saheeli, Sublime Artificer",9,69.1
"30","Portable Hole",82,69
"31","The Mightstone and Weakstone",52,68.9
"32","Elder Gargaroth",29,68.6
"33","Disdainful Stroke",74,68.4
"34","Ray of Enfeeblement",25,68.3
"35","Brotherhood's End",22,68.2
"36","Esika's Chariot",44,68.2
"37","Hazoret the Fervent",34,68
"38","Alpine Moon",27,67.9
"39","Behold the Multiverse",36,67.9
"40","Deafening Silence",48,67.8
"41","Zacama, Primal Calamity",45,67.8
"42","Approach of the Second Sun",48,67.8
"43","Thought Distortion",45,67.7
"44","Ritual of Soot",30,67.6
"45","Fry",40,67.6
"46","Reidane, God of the Worthy",83,67.5
"47","Ajani, Strength of the Pride",28,67.4
"48","Languish",34,67.4
"49","Hullbreaker Horror",37,67.4
"50","Narset's Reversal",44,67.1
