"","CardNames","DeckCount","WinrateAverage"
"1","Pithing Needle",226,73.8
"2","Rending Volley",166,73.3
"3","Mystical Dispute",162,73.4
"4","Unlicensed Hearse",122,73.1
"5","Rest in Peace",118,70.6
"6","Damping Sphere",103,73.9
"7","Skysovereign, Consul Flagship",97,73.9
"8","Go Blank",93,74.3
"9","Duress",89,75.4
"10","Extinction Event",86,74.2
"11","Abrade",83,76.6
"12","Reidane, God of the Worthy",83,71.7
"13","Portable Hole",82,73.2
"14","Disdainful Stroke",74,72.8
"15","The Stone Brain",70,74.2
"16","Shapers' Sanctuary",70,71.6
"17","Reckoner Bankbuster",68,74.2
"18","Haywire Mite",67,74.6
"19","Cityscape Leveler",66,74.3
"20","The Chain Veil",65,74.6
"21","Pestilent Cauldron",65,74.6
"22","Aether Gust",62,74.2
"23","Tormod's Crypt",61,74.5
"24","Transmogrifying Wand",57,74.5
"25","Darksteel Citadel",55,74.9
"26","The Mightstone and Weakstone",52,74.3
"27","Deafening Silence",48,73.4
"28","Approach of the Second Sun",48,73.1
"29","Supreme Verdict",47,71.1
"30","Thought Distortion",45,73.2
"31","Zacama, Primal Calamity",45,73.3
"32","Esika's Chariot",44,74
"33","Narset's Reversal",44,72.7
"34","Archon of Emeria",44,71.9
"35","Dovin's Veto",43,70.6
"36","Woodcaller Automaton",43,75.8
"37","Fry",40,73.4
"38","Ratchet Bomb",40,75.5
"39","Tear Asunder",39,71.9
"40","Thoughtseize",38,75.9
"41","Hullbreaker Horror",37,73.4
"42","Negate",36,75.7
"43","Behold the Multiverse",36,74
"44","Lyra Dawnbringer",34,72.8
"45","Hazoret the Fervent",34,74.4
"46","Destroy Evil",34,71.5
"47","Languish",34,73.9
"48","Kolaghan's Command",33,77.6
"49","Path of Peril",33,73.4
"50","Yorion, Sky Nomad",32,71.7
