"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",188,72.3
"2","Force of Negation",54,72
"3","Endurance",154,71.6
"4","Fury",80,71.5
"5","Force of Vigor",169,71.5
"6","Dress Down",109,71.4
"7","Relic of Progenitus",160,71.4
"8","Magus of the Moon",91,71.3
"9","Spell Pierce",76,71.1
"10","Subtlety",61,70.9
"11","Engineered Explosives",157,70.9
"12","Flusterstorm",71,70.6
"13","Jace, the Mind Sculptor",59,70.5
"14","Blood Moon",92,70.4
"15","Phyrexian Crusader",5,70.2
"16","Dovin's Veto",44,70
"17","Boseiju, Who Endures",58,69.9
"18","Veil of Summer",97,69.9
"19","Aether Gust",47,69.6
"20","Yorion, Sky Nomad",67,69.4
"21","Leyline of Sanctity",50,69.3
"22","Supreme Verdict",35,69.2
"23","Chalice of the Void",77,69.2
"24","Chandra, Awakened Inferno",18,69
"25","Foundation Breaker",39,69
"26","Thoughtseize",40,68.7
"27","Abrade",18,68.6
"28","Obsidian Charmaw",18,68.6
"29","Emrakul, the Aeons Torn",17,68.4
"30","Sanctifier en-Vec",58,68.3
"31","Emrakul, the Promised End",43,68.1
"32","March of Otherworldly Light",42,68
"33","Path to Exile",47,68
"34","Pithing Needle",65,67.9
"35","Stony Silence",13,67.4
"36","Necromentia",20,67
"37","Nature's Claim",20,67
"38","Meddling Mage",38,67
"39","Scavenging Ooze",17,66.8
"40","Crime // Punishment",13,66.6
"41","Tormod's Crypt",22,66.4
"42","Leyline of the Void",30,66.4
"43","Shark Typhoon",7,66.3
"44","Soul-Guide Lantern",49,66.2
"45","Torpor Orb",30,66.1
"46","Outland Liberator",13,66
"47","Void Mirror",17,66
"48","Teferi, Time Raveler",30,66
"49","Alpine Moon",42,66
"50","Rest in Peace",29,65.5
