"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",153,75
"2","Scalding Tarn",141,75.5
"3","Misty Rainforest",138,74.4
"4","Boseiju, Who Endures",116,73.7
"5","Lightning Bolt",113,75.8
"6","Ragavan, Nimble Pilferer",111,75
"7","Flooded Strand",110,73.4
"8","Forest",100,73.5
"9","Expressive Iteration",96,75.6
"10","Mishra's Bauble",96,75.7
"11","Island",95,74.4
"12","Unholy Heat",93,75.1
"13","Urza's Saga",88,73.5
"14","Breeding Pool",84,74.4
"15","Otawara, Soaring City",81,75.3
"16","Dragon's Rage Channeler",79,76.2
"17","Counterspell",77,74.2
"18","Polluted Delta",76,76.8
"19","Windswept Heath",73,72.5
"20","Wooded Foothills",72,73.5
"21","Hallowed Fountain",72,72.8
"22","Plains",66,74
"23","Stomping Ground",65,74.9
"24","Spirebluff Canal",65,74.3
"25","Prismatic Ending",63,73.1
"26","Mountain",62,73.6
"27","Bloodstained Mire",61,75.8
"28","Swamp",58,73.8
"29","Fury",58,74.8
"30","Teferi, Time Raveler",56,73.4
"31","Sacred Foundry",55,73.6
"32","Shadowspear",55,71.2
"33","Esper Sentinel",53,72.7
"34","Archmage's Charm",52,75.5
"35","Spell Pierce",52,76.7
"36","Blood Crypt",51,75.9
"37","Thoughtseize",50,75.4
"38","Raugrin Triome",50,73.4
"39","Snow-Covered Island",49,74.2
"40","Snow-Covered Plains",49,72.4
"41","Solitude",48,73.5
"42","Springleaf Drum",48,71.7
"43","Ketria Triome",47,73.5
"44","Dress Down",46,76.8
"45","Arid Mesa",46,73.1
"46","Inquisition of Kozilek",45,75.5
"47","Wrenn and Six",44,73.7
"48","Stoneforge Mystic",43,71.2
"49","Temple Garden",43,72.9
"50","Consider",42,76.3
