"","CardNames","DeckCount","Winrate95Min"
"1","Polluted Delta",76,72.9
"2","Scalding Tarn",141,72.7
"3","Lightning Bolt",113,72.6
"4","Dragon's Rage Channeler",79,72.3
"5","Mishra's Bauble",96,72.3
"6","Steam Vents",153,72.3
"7","Expressive Iteration",96,72.2
"8","Death's Shadow",32,71.9
"9","Spell Pierce",52,71.9
"10","Drown in the Loch",36,71.8
"11","Watery Grave",37,71.8
"12","Dress Down",46,71.7
"13","Ragavan, Nimble Pilferer",111,71.7
"14","Unholy Heat",93,71.6
"15","Misty Rainforest",138,71.6
"16","Otawara, Soaring City",81,71.5
"17","Bloodstained Mire",61,71.4
"18","Cavern of Souls",40,71.2
"19","Blood Crypt",51,71.1
"20","Murktide Regent",40,71
"21","Consider",42,70.9
"22","Island",95,70.9
"23","Stomping Ground",65,70.8
"24","Breeding Pool",84,70.8
"25","Kroxa, Titan of Death's Hunger",36,70.7
"26","Archmage's Charm",52,70.6
"27","Boseiju, Who Endures",116,70.6
"28","Thoughtseize",50,70.5
"29","Fury",58,70.4
"30","Inquisition of Kozilek",45,70.3
"31","Counterspell",77,70.3
"32","Forest",100,70.2
"33","Primeval Titan",29,70.1
"34","Flooded Strand",110,70.1
"35","Spirebluff Canal",65,70
"36","Plains",66,69.8
"37","Urza's Saga",88,69.8
"38","Explore",24,69.6
"39","Wooded Foothills",72,69.6
"40","Snapcaster Mage",15,69.5
"41","Snow-Covered Island",49,69.4
"42","Swamp",58,69.2
"43","Dryad of the Ilysian Grove",30,69.1
"44","Valakut, the Molten Pinnacle",30,69.1
"45","Kolaghan's Command",37,69.1
"46","Mountain",62,69.1
"47","Shardless Agent",31,68.9
"48","Violent Outburst",31,68.9
"49","Sacred Foundry",55,68.9
"50","Teferi, Time Raveler",56,68.9
