"","SetCode","NoCopies","Winrate"
"1","MH2",3815,0.742
"2","LEA",1510,0.742
"3","ZEN",1509,0.744
"4","MH1",1421,0.738
"5","ONS",1148,0.743
"6","NEO",730,0.735
"7","WWK",710,0.748
"8","ELD",615,0.756
"9","RAV",527,0.73
"10","DIS",506,0.741
"11","GPT",491,0.747
"12","WAR",489,0.735
"13","LRW",487,0.729
"14","STX",473,0.746
"15","SOM",470,0.732
"16","FUT",423,0.727
"17","KLD",407,0.724
"18","CSP",377,0.755
"19","THB",372,0.738
"20","5DN",364,0.741
"21","M20",363,0.734
"22","ICE",360,0.736
"23","ZNR",315,0.717
"24","NPH",314,0.73
"25","MRD",313,0.725
"26","ATQ",290,0.724
"27","TSP",281,0.729
"28","IKO",280,0.737
"29","MID",278,0.733
"30","AVR",277,0.742
"31","EMN",267,0.727
"32","ALA",258,0.744
"33","ROE",244,0.746
"34","M11",244,0.736
"35","AER",232,0.741
"36","ARB",196,0.745
"37","PLS",178,0.755
"38","DKA",152,0.691
"39","MBS",151,0.724
"40","AFR",145,0.72
"41","DTK",139,0.747
"42","DRK",135,0.743
"43","M21",130,0.717
"44","PC2",124,0.751
"45","CON",121,0.738
"46","DST",120,0.732
"47","CHK",111,0.734
"48","RTR",109,0.733
"49","RNA",106,0.717
"50","KTK",104,0.756
"51","SOI",104,0.725
"52","SOK",104,0.727
"53","SHM",97,0.736
"54","PLC",94,0.725
"55","OGW",94,0.747
"56","M19",94,0.744
"57","AKH",89,0.754
"58","APC",89,0.726
"59","DOM",88,0.747
"60","ISD",85,0.763
"61","VOW",75,0.75
"62","INV",73,0.758
"63","HOU",71,0.747
"64","JOU",63,0.712
"65","BFZ",61,0.724
"66","CMD",59,0.713
"67","MIR",52,0.689
"68","DGM",49,0.747
"69","XLN",44,0.741
"70","GRN",43,0.694
"71","GTC",42,0.732
"72","WTH",42,0.667
"73","ULG",40,0.725
"74","STH",37,0.722
"75","ARN",35,0.672
"76","EVE",34,0.691
"77","M15",32,0.749
"78","ORI",31,0.721
"79","MOR",31,0.713
"80","KHM",27,0.696
"81","FRF",26,0.726
"82","JUD",23,0.8
"83","M13",22,0.738
"84","M12",22,0.75
"85","THS",15,0.69
"86","PTK",13,0.783
"87","M10",13,0.738
"88","LEG",11,0.739
"89","P02",11,0.75
"90","TMP",9,0.725
"91","BOK",8,0.71
"92","M14",8,0.75
"93","VIS",8,0.688
"94","EXO",4,0.714
"95","C14",3,0.828
