"","CardNames","DeckCount","WinrateAverage"
"1","Chandra, Acolyte of Flame",1,87.5
"2","Eladamri's Call",4,82.9
"3","Imperious Perfect",1,81.8
"4","Go for the Throat",3,80
"5","Dreadhorde Arcanist",2,80
"6","Dwynen's Elite",2,78.9
"7","Elvish Archdruid",2,78.9
"8","Elvish Mystic",2,78.9
"9","Elvish Visionary",2,78.9
"10","Elvish Warmaster",2,78.9
"11","Ezuri, Renegade Leader",2,78.9
"12","Heritage Druid",2,78.9
"13","Nettle Sentinel",2,78.9
"14","Shaman of the Pack",2,78.9
"15","Gilt-Leaf Palace",2,78.9
"16","Charming Prince",3,78.6
"17","Elite Spellbinder",3,78.6
"18","Wasteland Strangler",3,78.6
"19","Brightclimb Pathway",3,78.6
"20","Wall of Omens",2,77.8
"21","Eidolon of Rhetoric",1,77.8
"22","Restoration Angel",1,77.8
"23","Fire-Lit Thicket",1,77.8
"24","Sword of Fire and Ice",5,77.3
"25","Flickerwisp",4,77.1
"26","Tidehollow Sculler",4,77.1
"27","Maul of the Skyclaves",4,77.1
"28","Concealed Courtyard",4,77.1
"29","Blistercoil Weird",5,76.9
"30","Realmwalker",3,76.9
"31","Tireless Tracker",5,76.7
"32","Batterskull",6,76.5
"33","Shambling Vent",3,76
"34","Elvish Reclaimer",11,75.8
"35","Flagstones of Trokair",12,75.5
"36","Springleaf Drum",8,75.4
"37","Firebolt",9,75
"38","Unearth",6,75
"39","Celestial Colonnade",5,75
"40","Growth Spiral",4,75
"41","Kiki-Jiki, Mirror Breaker",2,75
"42","Magus of the Moon",2,75
"43","Minamo, School at Water's Edge",1,75
"44","Swiftfoot Boots",1,75
"45","Eliminate",1,75
"46","Storm Herald",1,75
"47","Call of the Death-Dweller",1,75
"48","Izzet Charm",1,75
"49","Battle Mastery",1,75
"50","Eldrazi Conscription",1,75
