"","CardNames","DeckCount","Winrate95Min"
"1","Batterskull",5,66.6
"2","Tormod's Crypt",53,66.3
"3","Lurrus of the Dream-Den",62,66.3
"4","Thoughtseize",35,66.2
"5","Engineered Explosives",39,66.1
"6","Pithing Needle",47,66
"7","Path to Exile",72,66
"8","Kozilek's Return",48,65.7
"9","Leonin Relic-Warder",5,65.4
"10","Auriok Champion",31,65.3
"11","Relic of Progenitus",68,65.3
"12","Aether Gust",54,65.2
"13","Spell Pierce",34,65.1
"14","Veil of Summer",80,65
"15","Mystical Dispute",45,64.9
"16","Soul-Guide Lantern",41,64.8
"17","Fatal Push",18,64.7
"18","Liquimetal Coating",40,64.7
"19","Reclamation Sage",22,64.5
"20","Ghost Quarter",7,64.2
"21","Burrenton Forge-Tender",29,64.1
"22","Arboreal Grazer",6,64
"23","Flame Slash",17,63.8
"24","Wurmcoil Engine",33,63.8
"25","Damping Sphere",49,63.7
"26","Abrade",43,63.6
"27","Crumble to Dust",17,63.5
"28","Ensnaring Bridge",38,63.4
"29","Anger of the Gods",23,63.1
"30","Deicide",25,63.1
"31","Cleansing Wildfire",32,63.1
"32","Pillage",9,63
"33","Obosh, the Preypiercer",9,63
"34","Rest in Peace",21,62.9
"35","Vanishing Verse",14,62.4
"36","Rampaging Ferocidon",11,62.2
"37","Dispel",25,62.2
"38","Walking Ballista",30,62.2
"39","Kor Firewalker",29,62.2
"40","Deafening Silence",7,62.1
"41","Cavern of Souls",8,62.1
"42","Madcap Experiment",14,62.1
"43","Platinum Emperion",14,62.1
"44","Skysovereign, Consul Flagship",24,62
"45","Yorion, Sky Nomad",11,61.8
"46","Grafdigger's Cage",37,61.7
"47","Mystic Repeal",8,61.5
"48","Leyline of Sanctity",14,61.5
"49","Dismember",19,61.5
"50","Tireless Tracker",11,61.4
